6E1703,800688
CO724,4C805F
CA186,78063A
J28075,4242F4
K46490,A4B508
SQ891,76CE2C
XY263,4241B0
BA156,4006A8
QR175,06A0AB
UK847,800BB0
WY343,70C0BF
AK168,7500DD
CX653,780173
KQ116,04C11C
NH636,86960C
HU7521,780586
IY506,890021
FD3005,88085A
CZ6712,780CCD
TR604,76D248
QR944,06A105
MU581,780C01
G8287,8004D0
FD397,880458
EK304,8963F1
AK868,750464
AI709,8001AC
MI754,76B4E4
MH807,750237
EK208,8960E4
DL89,A97C65
JL3515,851186
EP6585,730609
BC336,4CC3D2
MF833,78120B
PR113,7580D6
KU364,70604D
HU7764,780E28
ME426,500059
ZH9713,780B1F
XY249,424174
TR973,76D032
PR684,75833A
MU9750,7804F4
UA84,A9F502
PR433,758384
IA127,72866B
6E269,8005DC
7C1153,71C019
CZ6309,78074A
HU412,780D63
EK511,89617C
NH783,85C5DC
NH1694,862338
OZ370,71C259
QR159,06A0BA
EU2279,78005B
TK2455,4BAA89
Q2701,05A05D
VJ253,8880D9
OD188,7503DE
EK652,896309
CX837,780A63
CI792,8991BE
SU1940,42437D
A3913,4692D7
SL710,8832AB
HD66,846250
CA721,78044F
QD676,70E053
TK1473,4BA992
GK634,840944
JL85,8674F0
JL65,86DCE6
QF129,7C531F
NH378,869278
HX246,780A22
JL69,86D668
CX157,780AB6
HU7806,7BE013
QR743,06A0FD
FM818,780FBD
DP155,4245A4
HU7751,780DC1
QZ155,8A02CB
S71125,424048
SV1025,71011E
AK884,750413
VJ157,88813B
CX825,780A96
7C2602,71C206
LY347,738057
MU9651,780D25
JD5518,78085C
CA4112,780279
DP193,42436A
GF562,894077
KE480,71BF82
9W474,800555
CI561,8991B1
JW914,846B34
NH920,86D5B6
VJ826,888095
PS772,508370
UO1585,780AA1
EY535,89625B
EY41,8961E7
KE643,71BD73
G8807,800C05
5J384,758109
JL542,851C64
IJ702,841043
SU1563,42437F
KC853,484339
HU496,7812A3
MU2326,780853
6E56,800B14
MU509,780FED
TV9888,780900
UO1646,780A73
HO1083,780977
QF23,7C146F
WY815,70C0F6
AI695,80047B
6E407,8005DE
CZ6269,7805AD
JD5394,781298
CZ3732,7802F6
JD5190,780D38
CZ3616,781149
9W211,800556
EY981,8962E7
MH383,75020C
BA122,40058B
AI417,800589
X36825,3C0D01
FZ8065,896330
EK418,8960E2
PC3011,4BA747
HY755,507C41
CZ324,780509
PC788,4B8533
6E453,800BF5
G9182,896412
GX8968,7806AC
QR674,06A0F8
QR646,06A08F
AI446,800544
SU213,4243DF
DD7513,881055
QR8643,06A1A2
AK5748,7502B3
CX391,780237
EK713,89620C
XY140,4247A9
ZH9799,7811AC
VN1237,8880AD
FD1101,880857
EY462,8964BC
A9930,51408C
CI131,8991A2
FZ54,8963B6
OZ713,71BD28
CA1506,7804E9
EK723,8963DD
CZ8624,780591
VN650,888061
CZ3510,7802E1
AK6186,7502AD
EY264,89643D
9W701,800B95
SQ175,76CEC3
TK7202,4BA8CB
KE766,71BC61
MI788,76CC48
UL130,773645
SG562,800BCD
OD551,7503FB
ZH9055,78029D
KY8214,780966
CA649,780E1F
BR62,8990DB
AK5093,7502BC
MF8406,780795
AH4623,0A0047
VN7184,8880F0
NH984,845DAA
MF8020,780CDF
TW668,71C067
KA813,7801A3
FM9115,780C61
BR398,89906B
DL38,ABBB2C
6J58,86D1F3
UO638,789206
WY843,70C0C6
CA4317,78103A
BA162,40058A
MM216,86CF23
KL884,485343
TK811,4BAA87
CA105,780D85
G8286,800BB9
MU2005,780C4E
CZ8519,7BF002
SU273,424257
CA102,780ACC
MI562,76B4EA
MU5114,780D92
3U8887,7811E5
PC1880,4B8E15
SC8805,780FF2
NH1102,840FB0
GK154,84B940
NH904,862248
QR1353,06A093
FX9867,AC3FC5
AI879,800B61
BR392,8990E6
EK215,8963EB
TK7400,4BCC52
9W366,8005A3
CZ3516,781032
PR438,758335
SV3651,4BBC6A
LX1325,4B161B
VA87,7C752B
GF150,89402C
6E957,800C16
NX819,78041C
JH9805,845B9C
JL791,8674AC
NH970,86CF5A
EK372,8963EE
TK7520,4BCC5A
HU7807,7800E8
SU6131,4248E5
SV1294,7100B2
S71209,424416
SV1024,7100B7
VZ941,885964
PR468,758309
W64427,471F69
FM9173,780587
GK115,8474F0
CZ6883,78130B
OZ728,71BD78
SZ215,48435D
CZ309,780C76
MF8377,780E4A
AA153,AB10CB
Y97129,73306C
IX192,8003B3
B3706,680007
MF8424,780EAC
SQ851,76CE83
EY450,89649D
DE1770,3C6467
6E811,80064E
MU2962,7804B6
CA1327,7811A3
JD5759,780C0C
BK3037,780C57
CA1439,780276
LJ642,71BF50
CA178,7808A8
SV774,71004D
CZ8331,7809B2
S73295,4242ED
J211,600BBF
JL4505,85120E
IX473,800B9A
ME310,748016
7G48,841442
CX807,780212
WY851,70C0A5
XR1003,4D2165
QR193,06A0FF
AK5747,75045A
TK7261,4BA8D4
SU502,42457C
MH753,750280
BC306,8681B2
LY2365,738061
JL37,86759A
CX150,7801CA
MU2295,780B80
Z2236,7581A1
AC44,C02ED9
EK29,8960F4
EK506,89620E
ZH9731,78083C
7C1104,71C088
CZ6851,780097
JT811,8A03F8
6E3512,800B92
ZH9034,780306
JL436,851164
PR319,7582F6
TK799,4BAA0A
G9152,89642E
OZ202,71BE35
CA9612,7807CB
3U8864,780C29
BR802,8990CB
BK3025,7800CF
OZ732,71C258
MH2575,750216
HU7080,78129E
SU6315,424245
ME211,748051
TK2631,4BAA75
MU5111,780D94
Z2352,758502
CA4141,780275
LH695,3C648B
MU733,780BAD
PS5014,5082EF
KC127,484356
BA132,4006C4
UA895,A1D18F
FD851,88044A
AK6354,7501E4
SV894,71004B
CZ3153,780486
QB2202,734C33
CA926,780C45
MI616,76B4E1
AI234,8001AB
CZ379,78068A
9W460,8007C4
7J4929,0D0573
J28131,613133
FZ328,89648D
8L835,781074
FD637,88084A
MU293,780E3B
PR720,7580F0
HU7565,78105F
AZ785,4CA1DC
S7582,424428
HD26,8745FF
CA632,78029A
MU2031,780F6C
CZ3902,780F11
PK891,760999
CI703,8991C1
PC1912,4B8E1A
7G64,841B6A
NS3241,780C0D
MU5707,780E7F
9C8776,78060C
UA869,A21633
FD3162,88084C
MU2585,78055A
PC2492,4BB845
LH2531,3C6748
QR1395,06A0A6
G8174,8007D0
OD572,7502C3
TK7424,4BA8CA
AK5140,75013F
CX884,780A14
HU7551,780373
CI549,8990A9
AI346,800738
KE72,71C085
G8124,8007F6
MU2393,78084F
BL484,888144
HU481,780D65
ZH9405,780787
6E298,800C75
QR1323,06A04C
EK404,8963F7
KE982,71C243
9W630,800C1D
CA939,781009
KE52,71BE43
NH1157,86789E
FZ757,896333
CI680,8991AD
QW9807,780D15
KA436,780A7F
MU5408,781335
CA1370,78000F
MF8076,780F57
VN1563,88809D
BR1155,89904C
A9757,51407D
HU7704,78110D
SU1758,4242EB
HU7990,78097B
A3926,4690EE
EK380,8960E7
6E866,800466
TK5340,4BAA43
EK225,8963EA
AI156,800579
NL891,7609AB
6E52,800B11
XQ7781,4BCCAF
NH813,86228C
KY8281,780E95
QR1399,06A046
AK1722,750333
SV1110,710087
5J705,758227
MU702,781108
CA125,7805C4
SV1550,71008A
QR928,06A13B
CZ8550,7809E9
CZ3438,780F15
TG324,885157
FD320,880856
CZ386,7807C0
CZ3905,780643
NH183,86E888
IA205,728641
MI921,76B4E9
QU4460,5082CB
CZ6648,7809E3
ZE932,71C023
7L41,4243C4
DR5307,780E11
HO1122,78095F
VN942,8880CA
MU7515,78093A
MS637,01002F
9C8954,78082D
9H8335,7802B5
TK707,4BA92D
ME235,5000BB
CA861,780019
XW880,886041
MF8041,780EAE
QR954,06A0AC
MF854,780793
MU5018,78108B
JL779,861B8E
ZE651,71C264
3U8977,7805EA
EK707,89630F
WE301,88530C
SV818,710055
TK457,4BA9D4
LJ22,71BF98
ZH9735,781006
TK2217,4BAAAB
MU2340,7804B1
LJ114,71BD61
MU5830,780CD7
AK5194,750453
AA175,AACE5C
UA179,AA6B9D
Y97131,742834
SU275,4242FC
6E5448,8007DF
MH2711,750319
CI835,8991BB
EK516,896214
CZ344,780BDA
CZ3406,780E06
VN172,88805B
UK946,800BAF
TK803,4BA9A8
CX411,7801B4
KE866,71C026
UA858,AAD780
KU787,70604F
AZ823,4CA993
8M232,704457
TK7090,4BCDD9
6E631,800C40
PN6357,780CCA
6J16,86D215
EK392,896311
ZH9280,780C68
BR7,899038
GY7144,7810A6
AI266,800BE7
FZ326,89646C
QR852,06A049
JT116,8A0578
9W316,8005A2
EY604,89613E
XY6,42415A
W68043,471F6C
ET921,04014B
OZ348,71C278
3U8765,781014
6E398,800756
CA909,780BF9
I51543,800C45
G8347,8004D8
BA146,400965
SQ7979,76CCD1
ME265,748021
ZH9175,78031B
IX373,800B9E
KE754,71BF25
TK5339,4BAA6B
AK135,750440
QR8701,06A190
EK725,896215
9W607,8001CA
FM9103,78025A
HU7478,7808E0
TK6530,4BA88F
SC4612,780741
ME424,748020
SG277,800AF7
RO155,4A0663
MU2828,780C26
CZ6338,78088A
JL93,86D5BE
CZ6714,780D3E
CK298,78071B
SV257,7100BD
AK539,750324
JH308,842208
AK278,750076
AH4063,0A0087
KA874,780124
5B861,70E033
XY149,424189
CZ326,780737
TW252,71C056
EK89,8964A2
CA4420,780352
TK332,4BA916
FD355,880859
CA1541,780F63
EY101,896439
S7163,424251
TK7293,4BA8C5
SU1122,42434C
J29817,600843
FM5346,780F93
TG633,8852E2
VN780,8880E2
EK659,8960E0
BR750,899047
ZH9691,78083A
PC2590,4BB843
KU691,706025
HU7988,780443
CA1908,7810BD
NH185,86EE7E
UO687,789205
CZ6581,780520
TK2827,4BA8F5
ZH9784,780E10
CZ3245,7809B1
VJ138,8880EF
6E802,8007E1
SU251,42457E
VN1373,888023
I5545,800C83
MF8044,781115
TV9843,7809D1
NH593,86D1DE
HU7705,780818
XQ7524,4BCDD0
KE17,71BE19
CA1404,780FB3
EK660,896314
SU520,42433F
PR421,7580EF
TK5337,4BA9C1
FZ590,89648E
HD59,840593
AK527,750463
CZ6274,7807DC
MU9728,7802A1
VJ243,4B9902
5J608,7580C6
CA1355,7809AA
KE725,71C212
OD1014,7503D9
NH1864,861BEC
CZ3407,79A06D
NH69,8686EE
PC2816,4BB84B
8L9764,780C73
SC4762,7800CC
PC3051,4B8530
JL2009,851C86
NH9062,85DB54
CX614,780ABC
KA382,7801C2
CA1322,78048C
SG55,800C2B
SC4799,780744
CZ3120,79A071
MH742,7503AB
JL694,84C236
JL318,861F00
JH326,845F30
VJ768,8880C1
GK510,84715C
TR992,76D152
LJ283,71BD56
9W825,800B1F
SC4961,780893
NH946,847434
MH2665,750215
NL766,7609CC
TG685,885043
MU5794,780E7E
UO1557,780A8C
GF205,89405C
KE114,71BD34
EK406,896190
6E624,800C38
NH886,86D9B0
HO1382,7800D9
SV722,710049
XQ9129,4BCDCF
CI171,8990AF
NL710,76098E
AK883,750106
CA986,780D2B
IX681,800448
PR897,758403
9W2842,80065D
PG233,884205
QR654,06A04D
U6371,424914
FD3092,880443
OZ106,71BA48
FM9222,78045C
3U8617,7808F3
3K764,76AA75
ZH9404,780570
XY555,4241A1
MU5113,780300
CA4159,798038
SU5629,400160
SV237,7100AD
CA401,780830
G9260,896411
ET917,040077
6E31,800B12
IT214,899027
JD5232,780EC7
SL807,883295
3K557,76AA6C
ET925,04004A
2P2638,75824C
9C8922,7808CD
DD7108,881058
ET608,040048
BC774,868042
AK265,750459
SU209,424401
MU583,780F39
DL275,A64924
BL661,88814D
IF211,72862C
LQ806,70E05F
9W979,800C76
TK2221,4BAA49
NX855,7811D8
UK983,800B23
XQ9047,4BCCA5
XY219,42416F
MU5809,780559
5J5056,7583A4
KU161,706028
CA1877,780E77
JL2236,84BB96
HU7633,780D64
PK326,760984
S71163,424549
BR1382,899035
OZ372,71BD16
HU7392,780DD6
5J885,758070
6E881,800BA7
TR980,76D245
CX451,78016E
ZH9511,780475
6E214,8007CD
CZ6271,781157
EK763,896181
FD404,880447
5J391,75829E
TK7423,4BA8C8
SV596,710090
CZ6545,78066E
WE253,88530D
QR641,06A13C
MS667,010146
SU6161,42433B
CZ3451,780BA0
6H881,738285
HU7590,780DD0
EK820,89621B
3K823,76AA72
HA449,A4470E
NH1737,861FA4
QR259,06A061
MU738,780B34
J28003,600853
5X10,A2B371
PC2701,4B8E0D
6E148,8005DD
G8442,80051E
CZ6629,780098
5X4,A2D382
JL742,861F66
BR868,899053
TR997,76D24C
9W307,8000FD
CA189,7803AE
MU5279,78069B
7C1601,71C034
XQ9159,4BCDE2
6E559,8005F7
3U8595,7811E2
9W275,800C54
JD5764,780252
XQ9085,4BCCAB
MS843,0101B7
DL277,A0D5AA
MU5097,780DE6
CA911,780C43
MU718,780504
EY404,8961A2
FZ303,8962AB
GA146,8A028E
FD1040,88044B
CZ3835,780F79
A3932,4690E2
IA131,728676
MU562,780D9D
CA880,7810B8
CA959,78031D
DL297,AB313C
GF971,89405D
IT212,89902A
DL39,ABCA08
CA1454,78031C
TR904,76D241
VJ813,88803F
J9165,70620A
PG948,884203
ZH9912,780BF0
3K515,76AA70
QW9837,780FC9
QR816,06A0F9
OZ171,71BF46
GF772,89405A
BR226,89900E
TK7070,4BA8CF
JU650,4C01E8
NH681,86D2CC
6E6323,800B77
I5536,800B8C
6E485,800719
FD401,880C44
FD5421,88084F
VN237,8880E4
XQ9038,4BCDDA
KE931,71BE38
BL791,888088
CX751,780170
SV3622,4BBC65
FD245,880445
6E892,800BC1
XQ9007,4BCDC7
IX184,800396
AI309,800741
DZ6274,780D8E
PR306,75830B
5J990,758225
CZ6465,79A042
D71,750112
CA4103,7811A6
CZ6100,78091A
CA1459,780254
CZ335,78070D
6E323,8007DD
NH865,86DC9A
SQ401,76CE2E
QB2289,731A32
HU7563,7800E3
CZ8471,780625
CI15,89900F
VJ5420,888140
ZH9155,7812E7
TR686,76D034
KN5210,780052
PC2891,4B8490
CI783,899020
BA108,400684
VJ5306,888150
Y97143,733072
BX184,71BF35
AK825,750105
NH930,84B750
6E621,800B3A
8Q12,4BBDD3
PK398,760983
VJ859,888126
TG8123,8850AF
OZ521,71BD79
6J40,86CF2B
SU6563,424963
CI910,8991BF
6E1709,80064C
QR627,06A02B
VN662,8880B4
SV1444,7100AB
FD1030,880449
Z2325,7581F7
BL522,888045
AI680,800521
SU1620,424378
GF183,894074
MH2616,750229
G8585,800B18
CZ3085,780CCC
MI605,76B4E3
KE627,71C250
BL1023,888149
XQ7527,4BCDE4
JD5606,780FCE
CZ3160,7804AA
SL785,8832A8
ZE615,71C292
NH68,86754E
MF8236,7809B6
SV1435,71007F
BA256,4007FB
BX746,71BF22
UO849,780AB2
EK342,896184
VN772,8880E1
LJ203,71BD63
SU1310,424303
UL308,773500
SV563,71040B
6E985,80071A
JL2209,84C324
FZ875,89632E
CX360,7801B5
PC2551,4BB848
CA4349,780CBA
FD3025,880450
MU526,780FEC
QR8420,06A1E7
SG608,800AF6
CX919,780ABD
SQ831,76CEE5
TK7211,4BAA0D
Y97107,508385
AI486,800C4A
ET915,040102
AK1209,750272
HU7542,780739
CA1840,7809A7
MS651,010108
KA732,780A81
AI433,8004FE
EY428,89612D
HU7918,780DBF
CI915,89904B
ET641,040125
TK7455,4BA8DA
JL2505,851936
CV798,4D0113
EK159,8963DA
KE856,71C274
6E141,800C12
BI514,895019
G8261,800C06
6S515,424790
XY403,424199
EK654,89621A
6E6204,800B37
KU671,706026
KE879,71C240
BC532,868038
HU7975,780707
MF8257,780F1F
SV259,71005B
AI174,8004DB
PC2085,4B906D
SV750,71004E
EK703,8963ED
JL783,8621EA
KC872,48449F
SC4636,78116F
9W266,80015E
CI679,8991B6
G9126,8964E8
NS3517,7802DD
SU1890,42432D
7G14,84C0AA
CX420,780A2A
OZ1045,71BF40
7C1901,71BF80
VN7256,8880DF
6E295,800BC0
E5553,01013B
ZF7234,424989
KC914,48412D
PR2777,75807F
PN6318,780E9B
CZ6715,79A06E
7C5101,71C020
SG164,800BCA
JL876,86D974
IT371,899029
EY21,89612E
DL120,ABD691
MU5266,780FF7
UO2880,780A90
5J805,758329
PR408,75831C
FD3218,880C47
6E304,800687
RA85155,154CA3
6E201,8005DF
FV5876,4CA8C3
BC175,8681B3
KE888,71C245
ME364,748018
QR619,06A027
QR638,06A060
SU1284,4242DC
TK7083,4BCC4A
3U8288,780B01
GS7469,780BC2
P9301,
SM476,010094
SQ616,76CE61
ZH9634,780F76
BX114,71BF31
5X64,A7E6C7
MF810,78074F
TK7061,4BA8E2
MU2869,780605
KE812,71BD68
PC2403,4B8E01
6E3646,800BB6
MU2302,7809BD
FM840,780D55
LO165,48AE82
EY416,8962E4
SQ916,76CEC2
BA148,40601F
ZE632,71C231
AK1503,75015A
HO1182,780882
NX609,780343
TK2011,4BAAD3
NH928,861F1A
KZ206,8417BB
VJ492,5110D4
QR623,06A152
6E6488,800C72
AM57,AA9800
HY691,507C3F
AQ1072,780E8B
ZH9734,780CFF
3U8939,780E52
HO1261,780CC5
VJ732,8880B0
CA4123,780C42
SQ877,76CE9A
MH432,750282
BR130,8990B4
3U8085,780E54
KA254,780183
3U8826,780E51
KA992,780195
MU5740,780BAC
FZ820,8962B7
EK261,89647E
ZH9224,7808FE
TP1231,4951D2
ET901,040066
PN6391,78084A
SU5608,4243E5
NH680,868094
KA951,780A5A
NS3240,78116B
CZ6277,780BD8
MU716,7807D5
BL132,88803C
JL723,86E4FC
MF873,780CDC
EK719,896317
MU2193,7808F0
BC519,8681AE
HU7111,780CB5
6E25,800B2C
NH870,86E7DE
MU5383,780604
NH580,85CD04
MU5420,780CAB
MU5874,7BB072
NX237,780342
NH980,861EF8
MU9612,7804B8
GS7502,780E9F
CZ3487,7802AB
MU536,780F42
GF911,894065
SV564,710083
JL521,868DB8
PC2084,4B8E07
JH356,840568
JW919,8406B0
SL935,88329A
DD8314,881057
6E182,80054D
MS875,01010D
6E96,8006E0
NH115,86DA16
JL88,86DD4C
PR736,75823D
GA980,8A0579
CI172,8991AA
MU5306,781232
KC621,48435B
CZ616,780248
HD107,8470A0
FD3433,880C43
6E739,800C1F
CI5510,899112
3S506,3C4587
QV855,708026
CZ3162,78008A
EK586,8960DA
HU6170,780DD4
PR409,758368
7C2102,71BF79
LY5877,738062
J4662,60009F
CA981,780CB6
CZ6330,780768
I5784,800B09
HX671,780A99
HU7349,78025B
MU2887,780F41
9W815,80040B
CX870,780A2C
TR306,76D033
SV737,710043
MM36,86CF45
FD3032,880459
TK7601,4BCC29
UK960,800C3C
MH2664,750205
7G50,84B982
KN5885,781164
AI406,80052C
CZ6159,7802DE
PC2815,4B85D0
GT1083,78119F
6E5062,800B58
KU117,70605A
EU2281,780EB5
BA2042,405BFC
CA855,78044E
PR2525,758201
HU7873,780432
D7303,750073
5J995,7582B4
8L9952,78101C
HU6228,7812EC
MF804,780D76
PC2791,4B8E0F
3U8580,780623
SK998,45AC4D
I5775,800BEA
U6889,42453A
TK2848,4BA901
PC2500,4BB847
CZ3903,780C7A
6E417,503C62
SU1643,424297
CA1416,78100B
FD764,880851
EY472,8961A4
HU7355,7808A3
VJ143,4B9848
NH261,86837C
CZ3482,79803B
JL942,861BB0
CA4197,78103F
TK413,4BA93A
AI281,800441
6E758,8007CB
DR6530,7810CC
SC1188,781170
PC8280,4B86D0
SG814,8005D5
TK2224,4BAA6C
S24374,800607
CI839,8990A1
VJ812,88814F
8L9985,780C72
UT745,4249C8
AI611,800543
6E1711,80064A
MU7391,7803E8
CA4441,78028B
WE265,88530B
VJ5270,888155
NH710,86E518
NH978,84B794
G9146,8964DA
PR418,7583A7
JW874,841C28
QR199,06A094
BK2885,780C56
TK7127,4BA8D0
CZ6942,7BF004
JL2186,84BB74
ZP4111,600865
JL632,862DB6
GK22,841B28
KY8260,78118E
CZ350,78007C
S7232,4240CE
BI382,895079
SC4915,78099F
MH782,750221
VN1186,888099
SC4960,781173
HX238,780AC7
TK2750,4BA8D6
CZ6543,79A043
MH105,750209
KC242,4844A5
TK7129,4BA8D2
DV715,6831D3
TK7088,4BA8C4
CX549,780A89
PC3640,4B8E05
HU6124,780816
9C8522,7810D6
U62831,4240FC
MU541,781228
HU7388,7811F6
AC84,C058C0
MU9736,78092B
MU5347,780582
EY938,896442
CA1671,7808C9
S24165,80048A
9W727,8001D3
JD5335,7804D6
QR8172,06A080
NH456,85C970
XY126,424793
ET362,040086
I5767,800B40
CI541,8991BC
DD7506,881047
ZF9628,424561
MU5748,79A048
XQ160,4BCDE8
MS914,0100DF
KU286,70605E
UT549,4249DD
CA4108,780609
SU2130,424377
OZ571,71C256
QR224,06A028
SU6891,424246
FD3240,88044D
CA8360,780658
6E821,800629
6E653,8007CA
NR145,742830
PK302,7609B3
TV9816,7811DD
VJ804,888097
CZ6188,780592
9W613,8001D0
CX539,78018B
UA873,AA79A6
SU1162,4243E2
CZ6965,781121
LY315,7380C0
CZ6563,7803FE
W62325,471F68
AK5596,750270
MS860,010092
MF8492,7812F3
CZ6402,780769
CA1368,78076C
CZ8335,780AF5
MU7851,79A074
SQ634,76CEF3
AF274,394A08
3K601,76AA6B
PC2006,4B8670
6E438,800BC4
EK362,8960F3
FD3108,880446
HX609,780AB1
GX8953,7805D2
EY647,896440
JD5505,781094
HO1178,7810E9
6E172,800649
PR436,75839F
VN239,8880E5
CI722,899000
XY606,4241EB
KA725,780125
CZ6291,78066F
DV5037,68322C
CZ6212,79A01C
ZH9789,78046F
FZ635,89646B
AK522,750452
HU7969,78105A
NL792,7609CE
6E578,8007B3
ET415,04007A
CZ3571,780B14
DP821,4343C9
TG434,880016
VJ3274,8880DC
OD562,750406
3U8093,780E4D
FD763,880C45
CX735,780A49
FZ595,8962B6
FX5160,A7906B
PR2871,758087
CX467,78012B
CZ6799,780730
HD135,846D0C
S71045,42456F
VN7561,88804B
UT588,42455F
CZ354,780673
UA171,AA7427
MU5651,780D1C
G8144,8007E5
UT488,42460C
CA740,7806FA
G8102,800C7A
CA4116,781160
GS7890,780C82
FZ848,8963B0
MF8641,780259
PA277,5609AE
TK865,4BAA61
BL161,8880C4
MU5410,78071D
CA1804,78103E
HO1120,781057
PC2733,4B8E41
PC2861,4B8E42
VN242,888082
BK2969,780F4F
TW669,71C253
3K535,76AA6E
TK7331,4BCC6C
EY317,8964BD
CZ3636,7802AE
U6526,42441B
CI751,8991B8
CZ6093,78008C
PA873,761488
SG474,80070E
BR855,8990CC
ZH9924,7805E1
SU6101,4248E4
MH758,750210
JL725,86E452
SU1247,155C09
ZH9659,780B20
TK2459,4BA903
VZ301,885961
VN125,888081
EK358,89617F
ZF7743,424324
ZH9213,780B8E
MF8062,780FA1
FD3107,880C46
GF43,89406E
ET710,040133
MH2641,75021B
TV6031,780DB3
SG24,800700
FD3207,880441
CZ3761,780773
AK591,7502CA
JH146,84174C
Z92007,68321F
BC16,8681B5
7R187,424A02
MU565,780301
CX712,7801B6
ZH9233,7802CA
CA4308,7805F3
CZ3607,79803A
NH258,86787C
KE682,71C227
DP189,4245A9
KE23,71C011
ZH9604,780447
TG407,880018
MU231,7800FF
DP507,4245A3
TK7237,4BCC67
A3902,4690F0
NH777,86796C
PC2431,4B842F
NZ288,C820CE
SG130,800B80
MF808,780D78
CA931,780D2C
F3105,71012A
EK111,89630B
SV301,71018A
FZ584,896468
MU5575,780F47
HU7791,780980
JW921,841500
MH731,750214
VJ942,88813C
W63986,47340E
6E6468,800BDF
PR731,758336
DP837,4243EC
S7157,4245B6
TK7047,4BA8D9
CA1291,7812E1
MU5116,78108A
CA196,780639
TK7115,4BCC66
NH876,841344
D7508,75002B
AQ1040,7811A1
TG638,885045
U6277,424928
LJ648,71C012
FM9403,7811CE
QR8637,06A0DF
CZ3999,780DB0
PS5008,5082F0
PC2381,4BB842
W63594,47340A
BR819,899054
TG669,88002E
QD691,70E04F
VN604,8880A1
EK133,8960CC
GJ8084,780F83
TK7137,4BCC2A
8L9657,78101E
NH92,8674C6
3U8221,7805A1
VS401,4067D6
PC2781,4B9062
VN243,8880E6
JD5192,780DF1
QR713,06A07E
SV36,710119
HO1225,780D91
AI488,80057D
6J78,86CEC5
TK794,4BAA62
EY302,8961C1
JQ15,7C6BC1
FM855,780F84
TK2704,4BA96F
KK1000,4B84F3
KE2709,71BD33
NH1428,868316
CA454,780761
WE274,885308
SV829,71002A
MS681,010161
QR149,06A053
JD431,780E67
MF895,7800E6
IT606,899026
TR373,76D244
VJ5258,888128
UT389,4249AD
MM109,86D251
ZH9489,780569
UA891,A1FCC5
MU588,780F3F
JL650,861E9A
TW312,71C086
DP164,4243E9
7C1108,71C064
WE291,885314
SU1134,4243EE
KU541,70605B
UT557,4249C5
3K724,76AA6D
SV749,710051
CZ3011,7807C5
KB130,680008
KY8365,780E92
G8558,800C77
CZ457,7804C6
SU1859,400152
CA4301,780DFB
TK2247,4BA8EF
RL8566,4242EF
QR8201,06A07F
MI706,76CD8A
HD79,845EBC
EY513,89642A
CA112,780CB9
AK6455,750436
B8362,46890E
NS3298,7BB137
GA867,8A02D4
PR2544,758203
S24058,80016D
CA4574,7800DC
CZ8573,780488
6E64,80064B
AI646,800C48
6E822,800C74
HA459,A455EA
MH150,750255
CI108,8991B9
CA1463,7803F7
CA1345,78103C
FD3021,880855
VN1202,8880D5
JW104,840A44
HU7209,7806B5
SU1231,42458F
NX108,780340
D7522,7501E7
KC878,484355
VN303,88809A
SU6627,4242A6
FZ813,8963BC
BR120,8990B2
GF71,894066
ZH9577,7804F3
HX657,780A6D
J9561,451D87
OZ602,71BE40
MF8485,780ACA
IA101,728668
NH860,86EBFA
IT270,89902C
3U603,7809EF
AK534,75002A
SV263,7100BC
CA1411,780DFE
U6141,42459D
MH794,750223
ZH9004,7802BF
MS877,01010C
8M338,704946
AK869,750464
N42478,42436F
EK856,89610B
9W450,8001CF
MU204,780668
CZ3449,780672
XW888,886043
FM821,7809B4
TK2602,4BAAC9
KQ100,04C159
CI754,899125
IA123,728665
VJ842,88803E
OQ2384,78050A
CA988,78076D
OZ124,71C038
MU2681,78122C
JL2237,84B77A
JL98,86D5E0
GA862,8A0210
UT787,424560
PN6363,7810B4
CX466,780A0B
PC2121,4B8C6A
MF8019,780BC8
BI636,895053
KA890,78012E
KN5226,78077C
KE713,71BF19
GS6532,781201
SU6111,42457A
KC881,484346
FZ601,8963B5
MH2634,750211
MM27,86D295
QR1342,06A08E
VN593,88808E
CA1301,780FDB
UO1844,780AC4
SV1026,710105
W62791,471F48
TG435,885226
I5798,800B43
JL789,867578
SU1962,42423D
SC8727,780D0B
FR1692,4CA84C
SC4733,780576
PR357,758404
AK5207,7503F6
OD163,750402
D7505,7503AE
AK840,750323
9C8691,781084
MU2310,780106
CZ8361,781123
MS753,0101B8
HD29,861AFE
KC896,48433C
JD5221,7806F6
UA871,A28DC8
TK2253,4BA9A9
TR385,76D035
HU6150,780B5F
S7556,4248DB
SQ602,76CE94
5J971,75832A
EK397,8963D9
CZ3104,780736
3V51,44D101
IZ293,738483
U6109,4245A6
MF8113,7805E0
CA1384,780D86
SG502,4B8DF2
JL556,862D72
VN1576,888055
EK972,8960D7
BR725,899055
AY1961,461F9E
Q9134,502CB2
6E496,80071C
SV747,710052
OZ3615,71BF93
TK2842,4BA994
GK12,847884
JD5145,780FA4
UB8028,7041C3
CA1394,7BF013
N42736,424383
CA471,780FE3
NH924,861E92
NH470,868338
TW126,71C300
XJ610,886283
XY404,42415F
UK993,800B25
TK7141,4BCC56
9W608,80065E
CI5,899019
6E414,800C63
HU7027,780DBD
6E252,800B74
SG22,8006FC
JL3538,84C5CA
SQ421,76CDA3
TK2016,4BAACB
NX861,780E36
6E38,800AF3
6W766,424578
