3U8856,78080B
VJ781,888125
AK882,750076
SC1187,781173
JL45,867FAC
WE286,885314
EK159,89631A
QR840,06A078
MU507,780EBB
NE171,010141
RU422,4243FE
BR808,899052
TV9917,7809DD
SV380,7100BA
HU7190,78089F
EY645,896397
HO1267,780F35
E4251,4891B3
PC3200,4BCDCF
KN5216,781238
MH2609,750216
AQ1098,780418
CA935,780783
CA4317,780DFB
MI516,76B4E6
NH65,86837C
JL785,861BB0
EK855,89611A
WY376,70C0A9
JW910,8463B5
6E918,800519
OD817,7503DE
HU7275,7800DA
MF865,7802E5
OQ2090,780573
MU5564,79A034
HX337,780AB0
JD5740,7800D5
JD5178,780EC7
6E801,800623
3K823,76AA6E
MU5491,78055C
O37117,781140
JW953,8406B0
QR305,06A016
3U8695,780B86
CZ3478,78007D
SQ308,76CD6C
IK302,4243C2
CX110,7801CA
6E139,8004B5
NH646,861BEC
MU5830,780906
VN341,8880C6
PA877,761487
TK7003,4BCC45
EK73,896192
VN594,8880A5
VN1184,8880B3
KE94,71C007
AY86,461F48
CA4130,780FE0
IK436,4245B0
JD5176,780FA4
PR654,758308
A3929,4690F1
PC2709,4B8E42
PK396,760999
BY355,4067F5
BR131,899050
QR203,06A0C2
MU5224,78084F
DR6557,7804F9
GA866,8A04F3
J29019,424382
CA4338,7810BC
LY2371,738061
CI171,8990AF
9C8877,780DC9
CA1253,7812DF
VN229,88808E
MU521,780CA5
SG192,800B82
PC2730,4B8E0E
HU7508,7800E3
MU5289,780FF7
CZ6542,79A043
FZ221,896333
BK2949,780B4E
CZ6688,7805F7
SK984,45AC44
TK7270,4BA8C3
VJ134,4B9848
SU6102,4248E4
DL159,A6456D
GX8959,780777
QF127,7C531C
CO658,4C8063
EK751,8960E2
JL860,86220C
XQ9084,4BCCBA
MU5338,780E3C
CZ3463,780012
LH1451,3C66A8
MU5811,780DB9
9W575,800AFC
HY639,507C41
CX163,780A2C
SG153,8005D6
6E345,800C0F
TR372,76D24B
LH8401,3C70C4
CA167,780CBA
CA1860,780608
DL69,A173A8
MU5182,780DE6
NH678,85DB54
NH376,868094
CA992,7808CB
NH175,868E9E
BR105,8990CE
SV35,710119
QB2103,734C33
HU7709,78097A
JW103,846078
Q2550,05A05D
HU7142,780B1B
EK787,896314
MU2219,780C4E
CX406,780AA3
Z27111,75847F
CZ3198,780247
VJ783,888150
TK369,4BB1E7
XQ9192,4BCDE8
9W271,800AF9
ZH9623,780B8E
7L9801,600BBE
SU1129,4242E2
GS7978,7810C6
Y87537,781092
GF561,894065
CX142,7801C8
RJ643,740730
KN5926,780246
FG416,700007
CZ6258,781151
CZ3458,78046C
HU7148,7812A0
AI639,800411
HU7830,7811F5
VJ5104,888135
IX321,800395
FM852,7800F3
TK2032,4BAAC7
QR959,06A0BA
6E297,800B73
PR2814,7583AB
Z2775,758528
AK9358,750457
GJ8682,780F05
CA830,7808A8
I5535,800B8C
TK7470,4BA8D4
HY12,507C43
SU1246,42458C
LY563,73806C
JT2630,8A06B5
GK350,8466A0
TK783,4BAA69
LY385,738052
CA4102,78009B
LH715,3C6703
KE82,71BE11
AY142,461F53
CZ3655,78088E
JD5553,7804D6
CX79,780218
NS3299,781037
9C8898,780AD8
SV724,710053
LY2521,738069
JL554,862DD8
CN7170,7805A5
KE826,71BF27
G9244,89638D
MH755,75020E
KC929,484354
OD581,750404
KE18,71BE21
FD357,880441
AA125,A9A399
LY353,738055
CZ3909,7809E6
CZ6239,7805F8
5J111,7582E3
CA1452,780426
HX253,789210
VJ731,8880C1
QR295,06A098
3U8514,780952
BC714,8681B5
SU1138,4243FC
NX610,780340
CA4432,78027B
SQ7833,76CCD0
FZ847,896377
3U8873,780958
6E744,80051A
HU7608,780D14
JL646,862D72
SV1108,710139
TG204,885103
MI511,76CD89
TK2453,4BAACC
PG947,88420E
HO1367,7806E4
VJ891,8880CC
EK1,896198
KE951,71BF21
TR101,76BCC4
NH464,8678C0
FZ4359,8962BA
EK409,89611F
JL587,86EF8B
U6525,42441B
BR852,89906D
KE38,71C010
CZ3524,780F15
MU2532,781231
6E486,800C74
NH555,86EF03
UK882,800C64
SV1021,710087
AI676,80058A
KC980,4844A5
9W365,8076C4
JL11,86DA1E
GF153,89402C
EK901,8960CE
FU6631,7812AB
CZ6147,7809F6
CA1506,780ACC
TK879,4BB1E5
PC8390,4B8E0F
JL145,851C42
FM9269,780584
VN1264,888052
AL910,0101C3
BC517,86803B
OZ359,71C071
G8272,800549
PN6211,781038
BA6,4007F7
FZ658,896376
TK2839,4BAA53
AK10,75033D
CX332,780237
FZ836,8962BE
FD3091,880C44
9W18,800705
CA1832,780D2C
SV841,71011D
OS606,44010D
CA1381,780320
ZA425,70E058
QR615,06A07C
CX501,7801CC
AK1502,7503C8
7G46,841B6A
TV9806,780F89
QR251,06A087
SV764,71004A
9C8554,7805D1
MF8270,780BC8
TK763,4BA947
KC111,484128
MU9707,780C60
S71025,4243CC
MU5042,781104
JL17,86D6AC
KA946,780186
CZ3688,780263
GK404,841794
BL227,8880C3
NU54,8409ED
EK348,896110
9C8787,780EDE
MU545,7800FF
VN232,8880A3
7G49,84B5EE
CA1354,78115E
TG321,8850B0
FX5065,ACB89B
CZ6520,7806FE
5J989,758272
BR752,899032
AI430,800736
AI429,800441
CI642,8991A8
AY146,461F09
QR27,06A0C1
CA4114,7810B8
CA1617,7807C9
CA9810,7810BD
SU1703,424948
6E186,800AF5
6E591,8007B0
NH706,86CFA0
HO1167,781056
CA1480,7803F4
CA197,780703
6E6104,800BC4
EK109,896317
W561,733588
TK771,4BAA8E
DL38,ABB3BE
DL27,ABE56D
MF8025,780ACA
VJ947,8880F3
RJ735,7415A8
EK15,8960ED
TK809,4BA8F4
GS7411,780FB7
TR301,76D243
VN1651,88809E
QR273,06A07A
MH2806,75020D
CZ3017,780AF6
U6620,424927
5J994,75829D
EK613,8963E0
QR259,06A03D
IB3321,342108
EY818,8960C6
MF8059,7805DF
QR427,06A02F
JL2905,84C324
KL898,4851B1
MH4,750449
KQ400,04C0FB
TG668,88002D
UA143,A2F200
NS3527,780F61
PA401,7609AE
AI515,8004BD
SQ997,76CE63
LY5119,738062
LY361,738050
KA892,7801B2
G9712,896366
HU7279,780818
KE481,71BD39
3U8885,7807B0
CZ6892,780803
SV339,7103D9
EK179,8963D6
NH813,8621E2
LY381,738056
ZH9655,78046F
JQ25,7C6BBC
NH1713,85D098
DD7512,881052
6J90,86CF6F
G9125,896382
3K818,76AA6F
6E236,8004B4
TK6478,4BA892
CZ336,78070E
6E443,80054D
MU722,7800F5
SZ261,515313
TK145,4BAA73
FM9359,7BB084
CZ3204,780FC4
CZ3900,780ADF
HD78,846978
AK5107,7501FC
HO1083,780EE4
D7192,7500C8
EK957,8963D9
VJ5320,888141
TG612,8850B5
EY19,8963CD
NH1101,840C1C
9W10,80043D
8L9866,780433
TK2010,4BAACF
CK205,78071C
RJ651,740732
KY8284,780BFD
UT507,424107
UL102,770590
UA180,AA92F8
CI5254,899113
EK757,89621B
HU7577,780B60
EK600,89621A
CA1481,7806F9
MI423,76B441
G9514,8963BD
CX837,780A64
AI889,8004D5
PR2546,75807F
DL275,A64924
BI872,895019
PR2543,75808C
TR653,76D035
PG805,8840EE
MU5110,7808EA
CA195,78063A
WY236,70C0CA
MM5,86D251
9W530,8001D0
EY681,896347
PC3161,4BA749
GA860,8A03C1
PC2380,4BB841
TV6027,7809D1
I51826,800C83
UK786,800C0B
AA153,AB034D
SU261,424922
XY501,42416E
QR629,06A063
XQ9128,4BCCB0
KN5856,780F19
HU496,780EF8
6E568,800BB4
MU572,780560
NH996,86789E
JL3107,851BFE
NH453,86796C
CZ3103,7808AF
HU7439,7805D4
KK109,4BCDD4
DL95,ABD018
5J704,758227
VJ775,88813D
FM9381,780EB1
YC179,42458A
7C5102,71C296
IT281,89902A
UW9943,79800E
CI104,89901F
BL162,8880CB
CX257,780205
OZ171,71BF94
BR130,89904D
AK526,750463
CA4362,78026E
A4201,155BCC
SM475,010094
G9337,89642D
CA1485,7805B1
EY441,89613B
TG404,885107
DL296,A18284
9W303,800C76
9C8573,7811B0
9W839,8000FD
VN414,88805B
Y97118,508388
CZ3436,79A02F
KY8326,780FBA
6S301,424790
CZ3539,780ED0
EY333,89637D
QR1379,06A046
CZ3733,7802F6
CZ6979,780D52
EK541,89616A
CZ3690,78074B
I51576,800C4C
TK707,4BA92D
FZ856,89637B
HX690,780A6C
QF29,7C5324
SU221,4249FC
KC405,48449F
UO619,780AC5
CZ3054,781154
MF8528,780685
TR656,76D032
MU710,780D22
FX5819,A80941
6J35,86CEA3
KN5881,7810A1
EK157,896109
9W519,80067D
AI865,800C4A
NH8508,861AE1
EK415,89639F
QR812,06A0FD
WY282,70C0F0
CK207,78062F
EK425,89610E
CZ3652,780290
EY287,896241
JL258,85153C
N4533,42441C
EK651,896306
SU506,42432A
CZ3086,780CCC
FZ215,89646B
KC869,48412D
GS6574,780D33
VJ8274,888137
MI606,76B4F0
MH751,750202
CZ3243,780887
QR571,06A0B2
Z21265,758044
NS3246,781036
MU5735,780E7D
9W211,800B1A
EY650,8963AB
GK506,841EBC
RB534,778565
SU1158,424377
FU6532,780F5A
SU1642,155C09
KE847,71C276
QR657,06A094
NH183,86EB2E
OZ151,71C039
VN661,8880D5
9W389,800707
XQ9294,4BCDE6
EY301,896440
BC764,8681AD
UO1013,789205
VJ453,888095
3K509,76AA61
AQ1072,781029
SU6119,4245B2
CZ6661,7809E9
NH5,869144
HO1257,780EE5
DD7809,88104B
FD3217,880C43
MF8041,780FA1
CA4190,78057F
F3141,710123
FX5033,A82952
W63985,471F55
NH572,86960C
GJ8764,780E17
9U173,504DD9
9W585,8005A3
TK7210,4BA8D2
QR67,06A07B
EY213,89643F
ZH9610,780616
VJ8190,888041
NH974,861EF8
EK927,896214
FD571,880848
JL816,86D952
NH829,86D5D8
CZ8382,780BCD
DP103,4243E8
MF8472,781116
QR125,06A048
MU569,7808E6
MU2137,780C02
HD133,841A6C
SV1441,7100AF
HD24,8470A0
MU2141,780534
CA4248,780066
HX80,780A47
QR8178,06A1E7
FD3181,880447
5J951,758088
MM456,86CF67
FD3070,880844
MU5681,79A03E
EK657,8963D7
ZH9155,781284
HX6682,780A7A
TR385,76D152
TG601,880041
VJ852,888136
6E75,80071C
G9825,89633B
LJ602,71BF34
BR869,899055
5J850,758323
TK2648,4BAAAB
MF8218,7BB13A
CX653,78018D
SU1304,155BB9
SV1022,7100B4
SC4098,780742
EY278,8962E4
J29683,600843
JL2207,84C27A
MU292,781229
AI505,800BEF
SC4898,780577
8Q11,4BBC59
MU503,78071D
CZ612,780AF4
S7261,424250
JH134,845F30
QR127,06A0B4
FD3447,880452
CZ3206,780626
QF97,7C531E
WY332,70C0C8
AI214,80057A
UA803,A1A2A2
CX582,780172
OD1605,750407
6E287,8007B2
XT251,8A01BA
TK2613,4BA8F6
EK87,8963F3
UK995,800BAF
UO1851,780A8C
FM9332,781300
NH959,86D572
QR167,06A0AE
RQ11,700029
6E748,503C72
TK797,4BAB45
MU2828,780E3E
EK545,89607B
MI631,76B4EC
SU251,424575
EY97,89619E
VN1577,88809B
CX766,780A66
DD7503,881050
MU5248,780601
CZ3102,780B14
HY532,507C4B
HO1223,780F99
9W77,800721
LJ82,71BF50
DP114,4245A3
PC3080,4BA74A
HU7078,780DC1
BC12,8681B0
3U8850,78080B
PG247,8840F5
EK55,8963E7
SU2136,4242F1
ZH9211,78071A
6E943,800C70
FM9389,780011
3U8913,7810D2
FE8631,89906C
BT772,502CCE
7C1307,71C064
EY321,8961EB
BR816,899054
FM9368,780F8F
ZH9402,7804F3
AE1858,8991A6
GK113,840CD8
BA38,406F7C
JH355,8408FC
JL480,8518D0
PA274,7609AF
CX3281,780A1C
KE622,71BD34
CZ6523,7802ED
JL65,86D668
RX786,70204D
6J25,86CF2B
MH785,750223
TK353,4BAB25
HX68,78920F
LX189,4B18FE
W5118,7335C6
MF8350,780EAE
HU7940,7805A7
CZ3676,79A01B
MU2678,78078B
KN5897,7800BF
OZ101,71BE35
WY276,70C0C2
9W2491,800660
ZH9673,78049D
IY606,890021
MU5728,781019
AK42,7503BF
HD25,8404F4
6E3834,800BB6
KA490,78017D
SC4693,780BE8
G8221,8006F5
EY29,8961A2
TG413,880018
5J966,758329
OD225,75041D
HU7521,7805A6
CZ6760,79A06F
9W407,800BBC
LJ246,71BF98
TK2458,4BAA67
HX707,780AC2
LX257,4B1881
HU7606,7811F9
FM9412,780FBC
CZ474,7804C7
A4203,155BF8
ZH9214,780BEC
CI556,899051
AC9,C0054D
CA928,780276
OD573,75041B
CZ6754,780CCD
DL128,A0F51E
JL517,868DB8
CZ6405,78074C
KA901,7801A3
QR39,06A145
PR597,758303
PC1936,4B8E0C
PR526,75823B
HD84,8745FF
CI103,8991B2
TK7330,4BCC5A
MU7368,780FE8
SL101,883296
CA1420,780069
SU1434,155BE2
LY393,738051
B7101,899070
FZ571,8962AA
MI971,76CD8F
UK830,800B71
KE36,71BF83
NX181,780EC4
AI317,8005EE
CA4178,78028C
B3706,680007
HU7182,780E2F
QS3140,49D193
EK9880,896172
AK264,750459
CX930,7801CB
MU2157,79A067
BG40,70203E
FM9115,780B2F
9C8895,780680
NX198,780368
KE692,71BE44
VJ8174,88813C
FZ157,8962B5
TK690,4BAA88
KA207,7801D4
CZ3132,7808C4
RJ268,740828
QR133,06A09E
JL2503,8515C4
JL577,851CEC
QR611,06A064
CA1406,780D2B
JL2164,84BAEC
CI512,89901C
MF8225,7806A7
SL806,88328C
7C1802,71BF80
AK5113,7502B7
K6959,70E049
BI422,895079
QU4439,5083C5
RS764,71BA12
BA10,406A34
SC4752,7812D6
BR29,899030
3U8358,780467
SV1103,71018C
NH872,86D928
TK2921,4BAA06
MM905,86D2FB
KE72,71C081
W51033,7335CC
DL89,A96B30
HH7273,735043
DP108,4243F1
JL906,86EF01
HU7816,7811F8
CZ8624,780591
SQ891,76CE51
FD244,880856
PC2520,4BB84B
TK2674,4BA8F0
MH730,750236
9C8876,7811B1
OQ2308,79A007
EK77,896477
PK203,760996
ZH9972,78056B
LY2651,738060
3U8759,780E51
EK312,896176
OZ271,71BF39
CZ6155,7809F9
CA1471,780C9D
QR145,06A043
PR427,758369
KE907,71C217
WY822,70C0A6
PR658,75833A
9H8397,7BB12F
JL157,84B758
NH254,868338
AA169,AACE5C
3U8318,780C29
VN231,88808F
GF275,894075
GK106,846A34
CZ6238,780486
XY201,424189
PR113,75827B
ZE623,71C292
CI782,899019
6E6936,800C72
KE695,71BF14
SU1636,424317
9W472,800174
HU7366,780417
NH327,863188
WY226,70C0C3
UK812,800C3C
ZH9747,78046B
KK127,4B968E
NA22,010140
QR17,06A0B1
SV3622,4BBC68
KN5985,780897
MU530,7812B5
SM456,0100E7
TV9814,7811DD
CA1963,7808C6
EK49,8960F3
UK976,800BD2
CA4364,780C42
5J888,75816D
CZ6369,7BB106
CA632,78029A
9W711,80040C
SM415,0100E5
MU5112,780D93
AK1758,750147
CA4186,78027C
CA1430,7802D2
MF8275,7802A0
UA851,A1D18F
AA181,AB10CB
NH666,86754E
6E5126,8005DE
MU516,780D19
SU501,42434C
EY430,89612B
MU2263,780457
6W759,424578
Q9342,706258
FM854,780C62
KM4829,4D2026
3U8870,7804D9
KQ210,04C148
XY579,4241EA
UA881,A1D546
UA198,A2A3D2
KC131,48411A
QR3,06A148
CO712,4C8064
NH742,86D334
KQ350,04C01E
NX2,78041B
OZ221,71BF32
CZ8271,780085
6E548,8007CB
MM135,86CF89
BR218,89907A
MF8004,780AC9
FM9517,78030B
MU2007,79A066
CA4198,780FB6
ZH9098,7807AB
VJ133,4B9919
DD6367,881053
AI510,800521
KE937,71C227
PN6248,781039
JL555,86EF8A
HD128,846D0C
9W268,8007F2
CA4006,780DF9
5J537,7583E8
TK784,4BA9E5
JL572,851958
PN6310,78123F
KE882,71BD24
SU1940,424304
AI406,800543
DZ6243,780F7E
CA9637,7805F2
MI701,76B4E3
MU271,7803ED
MM216,86D20D
HO1335,7802C0
AK205,75002C
6E176,8007CA
6E327,800B58
QR57,06A0E0
TR607,76D24E
JU817,4C01E8
JL2124,84C258
6E346,80071B
PC2860,4B8E01
EK527,8963DB
9C8999,780EDD
IX213,800449
IX685,8003B1
3U8900,780CEE
PR210,75830B
BY153,406D6F
CZ6329,780768
FZ432,8963B1
MI961,76B4EB
JD5669,7804D5
CI134,8991B1
NH1694,868428
SU1145,4242A8
CZ6506,780AF2
CZ3081,780918
QR402,06A069
AI809,800C07
MU502,780FF8
KE828,71C003
EK531,896054
QR1347,06A029
MU2393,7803EA
CZ3152,7804A9
MF8069,7808D1
T5425,601849
7C1105,71C088
EY641,8961E8
SU1272,4242BC
AF382,394A14
0B5161,4A09A3
AF117,3949E8
RS712,71BF90
SV1230,7100A9
MH383,75021B
MU2338,7804B1
VJ701,8880B6
DD7407,88104F
CX367,780129
MU5702,7812F5
TK7004,4BA8CA
QR291,06A099
DR5306,780D4D
AK839,750109
PK350,76099A
KY8215,780DE7
SU6355,4248E8
Z2355,75853A
MU5442,780D98
QR416,06A0B7
OZ370,71BF92
TK2252,4BAA84
FZ918,8964D1
CZ380,780628
AI21,80073E
5J621,7580C6
FD313,88044B
CA1810,7804E9
FD752,88084F
3U8962,780C2B
WE273,88530E
AF188,394A01
PK739,760984
S73315,424549
CZ3252,7805AB
EY408,89612E
HU7281,78105A
CZ3799,780B75
SC8805,78111A
QR482,06A02B
SV780,710064
CZ3554,7802D5
JL2173,84C2BE
ZH9711,780B1D
MU2441,79A075
SV1290,710113
JL630,851C64
G8140,800BF8
G8246,800C60
EK45,896181
SU5437,4240DF
7G82,84BD16
6E317,800BDF
OZ712,71C254
NH1264,861FA4
KE768,71C242
6E202,800B3F
SU1301,155BD4
9C8954,7810D5
SV1023,7100AC
9C8860,780DC8
EK201,8960EF
JL7,86E4B8
EK625,8960E1
PN6271,78068E
JL3110,850DAE
MH53,75025E
JL749,86E780
U6652,4242D0
AK856,750467
AK5130,75006E
JL61,868034
EY622,8963A9
UL122,770592
JL874,851492
CA1806,780F62
KA436,78012E
MU5705,780FEB
K49437,A9FDEB
PK301,760981
TK7114,4BCDD9
UO638,780AB4
OQ2383,780574
9W9817,800505
UO713,780AA0
UA896,AAC8A4
RY8939,78061D
EK621,8963D1
NX5,780EB3
TK6493,A95881
9C8579,781085
EK183,8964A0
F3102,710128
ZH9633,780E12
QR53,06A026
EK151,89647B
ZH9622,781225
NL719,7609A3
CX157,780AC8
Q2701,05A054
CA4243,78090D
FD3106,880C46
EK215,8963EA
NH707,85E27C
QR665,06A083
SV311,71040D
Y97169,733069
KE728,71BD38
SQ866,76CDC3
TK2246,4BAA6F
AK512,7503B1
CZ3070,780BCF
QF129,7C5321
MI482,76CD8D
MH704,750201
UT487,42455D
MF845,780D76
ZH9713,780B1F
0B5131,4A09A7
UL178,77044E
VN605,8880B4
MU5178,780FEE
ZH9693,780F76
KA375,780A4D
EK127,896456
KA882,780126
SQ912,76CEC9
TG416,880017
BA168,406590
9W434,8001CF
MU2681,7805D9
HU7838,780444
PC2402,4B9067
CZ3134,780C38
MU2446,79A04B
ZH9077,780839
BR155,899047
MU9605,780EC0
ZH9844,78050D
AC61,C0171A
UO183,780AC6
CX433,780A57
6E6367,80068E
NX805,78041D
N4123,42434E
BC514,8681B3
LH699,3C648C
AK824,750324
9W542,800C53
NS3204,780E68
NH1182,86DDF0
MU7086,78122A
JQ15,7C6BC1
VN236,8880E1
HD120,842194
TR896,76BD43
CA4313,780782
WE570,885308
QB2264,731A2B
NX128,780345
TG476,88006D
MU5793,7800E5
KK15,4B9852
TW126,71C000
5J705,7583D1
JL2185,84BBB8
NH64,868754
BC717,8681B2
TK7194,4BA8C7
WY242,70C0F7
CZ358,780673
CZ3561,780488
HO1122,780976
EY51,8962E3
MF8424,780F20
CA9502,780971
CA1502,780022
TR604,76D248
NX162,78041C
CZ382,781147
JL3512,851164
TK7060,4BCC4E
NH67,868688
MU5809,7805DA
FZ55,89632E
5X28,A30D94
DP506,4343C9
EK147,896458
NP81,0101A5
BR212,8990DF
KB204,680002
QR1351,06A017
MF8303,780CDD
JL958,8514B4
MU5109,78028E
WY903,70C0BC
OZ702,71BC28
JD5520,78096B
G9540,896486
SL538,883299
CA721,780275
AC44,C02EE7
GS7463,7812BA
AI626,8004FD
CA4172,780867
PC2552,4B8E02
AK5093,7502BC
CA1377,78103C
DR6559,7810CD
A9787,51408F
TK7128,4BA8CF
KE808,71BF84
JL316,8400FB
PC780,4B8E07
DD8311,881059
KC852,4844BA
JL804,850DD0
JL670,86EF67
CZ3276,780BA4
NH904,862204
AQ1074,780D03
AC5,C023C8
PN6241,780CC8
GK304,84630C
G9734,8964D9
MU2856,780850
QR673,06A0F9
EY462,8964C2
PC2814,4BB84D
WE282,885301
6E6695,800B13
HD66,845EBC
CX495,780A58
CZ6547,780FD3
OD222,750400
VJ5214,88811A
JT811,8A02F1
HU7704,7812A1
CA1352,78103F
FZ911,89632F
MU2647,780D1E
SC4915,78063B
QR832,06A04D
HU6150,780586
TR306,76D258
FZ334,89648E
FZ785,896378
G8553,800C61
W64427,471F74
CI198,8990B0
CI221,8991B4
NH852,86CEB0
TK960,4BAA4C
EY653,896464
JD5364,780252
TK7236,4BCC2B
NL729,7609CC
NL122,76098D
VY7845,344583
VJ940,8880D8
6H881,738286
6E407,800B92
Z92106,6831DB
EK59,896209
SG480,8006FC
ER501,7609C1
3U8977,780468
CX831,78023D
9W331,800C80
CZ3603,780C3D
SU502,4243DD
MU235,78008B
CA4326,780101
PK897,760916
EK388,8963E1
HO1262,780CC2
HY422,507C3F
QR674,06A0F6
KK61,4B8692
IR733,732541
BC773,8681BD
PG924,884208
6E733,800C01
IK1807,4243F4
PG276,88420F
CZ6752,7805FE
SU5685,4240E1
KE766,71BC02
AK884,750458
AI409,80053D
HU7872,780C48
QR456,06A152
EY77,8964C3
MU2092,78045F
W63593,47340A
ME217,748016
AK583,75010B
HU7846,780EFC
SU2402,4242C4
TK811,4BAA8D
CZ3732,780264
3U8864,780E52
LJ78,71BF43
MH2614,75020C
CX750,78016D
OZ174,71C060
QR1134,06A09B
NX136,780EC2
MI350,76CD92
3U8438,780072
HX237,780A05
HY651,507C42
NH1088,8477C8
CZ3438,780B13
JL725,86E452
NH592,86D2AA
SU1546,4242C2
GK355,847884
9W2423,80065D
MF8406,780478
SG657,800BCA
SQ975,76CE4C
KY8312,781243
CI153,8991B8
BR802,8990DA
SU1563,424300
FZ54,8962B7
NH326,841344
TK7046,4BCC46
OZ602,71BE25
MU9639,780C04
SV1294,7103DB
MI616,76B4ED
KA865,7801B1
KU501,706006
WY708,70C0BF
I51983,800BE9
CA1851,780FDE
KA874,780179
SU213,42457D
KE604,71C216
G9518,896411
CI792,8991BC
9W546,800B1B
9W607,8007C1
NH767,86D310
XQ7112,4BCCAE
OZ231,71BF55
ZH9902,7802C5
SC4845,780F69
SU5451,400160
CA708,780CBC
BR272,8990DC
QR777,06A0F8
DL189,A64CDB
VJ3302,88803E
9C8749,7810D7
PR359,7583A8
PG709,8840F6
MF8077,780F56
NH766,86D96C
PR2960,758081
MU768,7808E7
FZ745,8963BC
QR515,06A04C
DV726,503C79
IA147,72866B
S7795,424558
TK2642,4BA903
KE923,71BF20
FD3441,880849
KE982,71C249
CA4197,78048F
S24662,800606
S71147,424286
SU5613,4243E5
9W397,80072C
CZ3952,780509
RJ153,74072D
SG742,800407
ZH9051,780408
RM747,51402C
I51453,800C57
DP803,424368
UL130,773645
MU539,780301
JD5131,780D38
BK2994,780E01
JL828,86E75E
S7582,424429
SC4085,7800CC
WY672,70C0A5
3U8945,7809EF
7G64,8417D6
UT513,4249C2
AY122,461F06
6J26,86CF4D
NU37,86EFAE
EY91,89633A
AK562,750450
JD5309,78085C
9W820,80046C
DP163,4245A4
HU7131,780C58
DP111,42436C
TK6474,4BA890
W63257,471F5B
TK7082,4BCC66
9C8881,78067D
SQ974,76CE94
HX22,780A06
MU7362,781236
XY561,4241EB
WY223,70C0DF
TK7140,4BCC29
G9195,89642E
JL37,867556
3K764,76AA65
G9270,8963FF
CZ3193,79A00C
EY83,89613D
EY7,896299
QR601,06A01B
FV5701,42431E
CZ3642,780293
ME426,748026
HX246,780A22
NH290,86787C
BR709,8990B5
OV115,70C0F3
QR727,06A103
CX564,7801B7
FX5391,ABAF47
CA109,780639
CA186,7803AE
IX331,8003B3
DZ6257,780CD9
UO1646,780ABF
UA871,A2B501
HU7565,78105F
AA61,AA77F0
PC2002,4BB846
HU7551,780511
7J4863,0D0573
AF116,39BD24
JW104,840A44
SU205,424567
JD5646,780B6F
KE551,71BE29
PR1817,758384
CA937,78115D
BA80,406F7B
PR319,7582F6
DZ6232,780E64
DL588,A0F541
SC8445,780C90
KN5857,7805B2
EK398,89617B
JL5,8682DA
FV5652,424354
OZ501,71BF75
PC1933,4B8E12
MU2368,7809BE
CZ3525,780BA2
NH1884,850DAF
JL694,84C2E0
AK5323,750148
MS661,0100A7
SQ177,76CE8F
KE927,71BD26
KU171,70605E
SL8048,883294
SV455,7103DD
BK2963,780E02
3U8878,780CED
JL69,86D974
G9955,896485
AK540,7503B2
HU6122,7811F6
BX111,71BF13
Y87581,780BDE
JL717,86DCA2
UB2,7041C4
OD572,7502DA
CI561,8991B0
6E3645,800C38
UA869,A1C7E4
ME213,5000B3
MU787,780B7E
SG623,800614
CX150,78020A
FZ611,8963B6
GK508,846DC8
JD5281,780114
PR2838,758087
AK5642,750239
QR131,06A045
6E429,80054C
CZ3406,780643
G8448,800BF3
MF8474,780B63
MU5134,780D99
HU7955,780D65
JH212,845B9C
SG705,800BC7
AL730,0101C2
VJ826,8880B7
CZ3010,78076A
QR619,06A092
CZ6581,780520
9W24,800AFB
NH475,8682F4
ZO4109,73682C
AK1521,75022B
QR743,06A0FF
GS7469,780BC2
CI6843,899100
EK139,8963EE
9W907,8005A1
SV1526,7100AB
HY615,507C3D
ME201,5000BB
OZ114,71C282
PC2811,4BB845
PC8391,4B8E0F
KE866,71BD50
SQ175,76CEC7
BC716,8681BA
TK6466,4BA88F
MH8208,750292
MU536,780D94
JD5190,78037D
AI417,800BE5
S71125,424046
EY535,89642B
JW914,846B34
7G48,841EFE
EK418,89618E
PC8181,4BB843
JL908,86EF89
MU5282,780B3B
IT202,89902D
CA959,78031D
3U8887,7807BD
CX806,780A14
WY283,70C0E1
QR634,06A047
BR226,8990E3
CA4162,780FB2
TW271,71C024
MU5741,780E7F
G9564,896413
G9951,8964C6
NH1157,86D906
G8286,800B18
LJ22,71C013
MF873,7808D2
9W701,8001CB
JW917,841FBC
AI715,8001AA
VN610,888075
BA152,4005BA
TW668,71C067
SC8815,78116F
QR8247,06A190
JL781,8674CE
MU2326,780502
9C8855,78082C
5J805,758433
IO890,155BF4
QD702,70E052
CA1752,780F65
MI991,76B4E1
5J794,7582B4
CX391,7801C9
QR159,06A0A8
QR265,06A08E
BC507,8681B6
MH2611,750214
CI25,8990AE
JL294,851848
J28075,600852
WY843,70C0C5
QR175,06A0BD
OD521,750406
KN5959,780FFB
KE878,71C247
CA1303,78103B
TK7261,4BA8D9
HY442,400187
KN2302,780640
HU7751,780E99
EK706,89631C
UA857,A2CB32
SJ2012,8A0651
9W460,800547
CZ3510,7BB0BB
I51564,800B40
FZ901,8963BB
MU2302,7809BD
BA162,4007F6
EY450,89649E
TK2807,4BA8F5
JL519,84011D
SC8750,7806EA
MF8061,781192
G8157,800C34
KY8214,781244
CX3259,780219
OK191,49D2FD
SV1510,7100A6
FM818,780F95
FD397,880853
GK634,840944
9W366,8076C4
BA122,40058A
MU9936,79A012
AI879,800040
MF8020,780CDF
JD5163,780DF1
PC1921,4B8550
