6E949,8007B3
NH853,86CED2
FD3161,880455
JL860,86220C
QR8612,06A1A4
AI584,80053F
HU7709,781003
OZ352,71C060
KE481,71BD52
CA1253,7812DD
9W839,800C54
CO658,4C8060
S24378,8001E6
NH1750,863188
DL9976,ABD3CF
FZ221,8963AE
JD5128,78042B
KN5216,780640
CA131,7807CC
MI613,76B4E8
9W542,800C4D
SU1858,4248EF
MU5252,780B82
PC3010,4B8E16
CA9618,7805F2
CV699,4D0111
NH217,86E822
LX189,4B1903
KA803,780128
HX658,780A9F
HX69,78920F
XQ9084,4BCDE6
TG204,88001C
CZ3625,7805FD
EK541,8963D9
VJ771,888151
AA175,AA5B92
MU521,780C50
EK15,8960ED
IR719,7324A6
HX670,780A9E
CZ6523,780675
SL708,883293
BK2949,780D58
MM215,86D1EB
TG8332,885155
TK2453,4BA8FA
XQ9294,4BCCB5
DD8307,881042
SV3681,4BBC69
EK109,8963DF
SV1021,7100B9
AK5233,7502B3
NX610,780340
JL515,86EF00
CA4124,780D87
AY146,461F09
HX337,780A5E
HU7120,78097A
9W763,80015A
TR563,76D03A
FD357,880453
G9825,896337
DP114,4243E8
EK971,896218
5N514,424096
WY332,70C0C2
5J565,7582B3
CI782,8991BA
ZH9413,780B21
ZH9290,780C69
SV703,710063
TG646,885225
MU5681,79A035
MF8441,7812F2
VJ273,888156
CA4317,780526
FZ215,89648D
6E918,800467
CA1506,7803F5
HU7279,7800E8
AK1502,75033D
VS251,406D4C
KC405,48449F
MU710,7808E7
QS1287,49D38C
SV1325,710092
CA167,7808C8
BC764,8681B7
MH2609,750211
EK571,8960D8
7G46,8417D6
SC1153,780E5C
EK1,8960E8
JL906,8686B2
MF8528,780CDF
EY301,89642B
HO1030,780F9C
DL38,ABCA08
PC3200,4BA74B
SG192,800B82
FZ157,8963B1
EY215,8963F9
KU384,706028
SQ401,76CE4F
BC765,8681BA
9W575,800B95
CZ6958,780FD8
MU5705,780FEB
EK620,896216
W5118,7335C6
SG272,800638
A3929,4690F4
VJ126,888135
EK945,89610F
TK783,4BAA74
EK637,896118
HU7439,780E29
NH171,86CEF4
HX772,780A12
QR812,06A0FD
PC8201,4B8E41
CA4114,7BF014
GK506,8466A0
MF8101,781112
OQ2383,780573
NH572,85C970
RJ613,740731
SU1246,42437E
EY287,89625A
NU54,8414A9
HO1180,780F09
9W271,80040C
VN231,888022
GS7525,780B32
EK545,89607B
9W2369,8001D2
AQ1098,780418
SV1552,710088
QF79,7C5320
VN230,888123
KE36,71C208
HU7078,780818
J29103,600840
MF8406,78047A
UL102,770592
BY355,406C6D
JL314,86EF88
AK5642,75006E
SV1020,710081
Z2885,7581A1
TR372,76D038
MU2164,7804AE
CA4246,7808A5
9W472,8001CB
NH175,867F82
MU7068,78122A
9W407,800B1D
UT507,4249C4
PC8300,4B9063
W51139,7335D8
OD573,7502DA
6E179,800B3F
HO1267,780E39
OZ171,71BF95
HU7366,78110A
SG972,8007EF
CZ3733,780BCC
HO1167,7810E9
CZ6391,7809EB
NS3268,780026
KY8284,780E95
DL167,A0F51E
SC4693,780B06
J9164,706202
MI516,76B4EE
NE171,010141
NH646,86E0F8
KC980,4844A2
5J989,758070
7R5555,424A02
U6525,424914
QF127,7C531E
KA640,780183
EK957,89620F
FD5420,88084D
NS3204,78057D
VN232,888055
VN1263,888023
NH746,861FA4
SU1369,4242BD
EK141,896473
KK131,4B84E7
9C8636,7812C5
VN1264,888053
AF382,394A18
GS7978,7810C7
GK404,847884
EK855,89617E
NX2,780D4A
LY2521,738058
MI961,76B4E3
VJ852,88813B
SU1703,42429A
TG612,8850B1
XY105,4241B0
MH751,750236
CA1381,7808AA
HU7190,7812A0
DL69,A16883
AK127,750419
RJ643,740730
PG939,884212
ZF8888,424237
CA1530,780633
OZ339,71C018
9C8898,780714
AF116,39BD24
PC2411,4BB84E
NH996,86752C
NH1263,862DF4
OZ602,71BE41
SC1170,780C8E
PR2814,758343
TK145,4BAA79
NH2154,868EE4
HU7332,7805A6
QR259,06A060
6E6104,800B78
QG8828,8A05C4
FD3104,880C41
SV1394,7100B1
SV566,710114
6E823,800C74
AK529,7500DD
EY441,896399
ZH9942,7810E8
CA8285,780F1C
HU7142,780E96
6J90,86CEE7
CA4329,780067
LY385,738051
TK7260,4BA8C3
CZ6238,78008C
I51576,800C45
VN661,88808D
QR203,06A0B3
CA4186,7804E7
J4636,60009D
CZ3458,780371
SU261,4249FC
MF8378,7805D6
PR658,758339
SL533,883290
MU5762,7812F4
EK348,89611A
CA4338,780DFD
6H184,738286
TG304,8850B4
D7192,750334
TK7270,4BCC45
CZ3086,780DAD
TK879,4BB1E3
AC5,C0173A
9W77,800721
3U8882,78080B
HX528,780A7A
IT207,89902D
CA4190,7804BC
6E859,800595
FD636,880442
XY402,424199
AI866,80053E
ZH9671,7807FE
CA1806,780F64
NO7512,88104B
ZH9381,780E0D
TK97,4BA930
JL2235,84BBB8
IR426,7324A2
6E256,8005F6
QR8406,06A2C8
ZH9623,780471
BG40,70203F
NH65,867592
6E196,80071A
G9712,896401
I51721,800B64
JW103,840A44
FZ918,8964D1
CZ3204,78025F
6E6361,80064D
AK538,7502B8
MU5491,78055B
KE551,71BE29
6E568,800626
CN7215,78044C
BR808,89904F
CA4162,780831
KE907,71BF82
VJ211,888136
TK2826,4BAAC3
CZ6258,7803B0
KA892,78012A
6E801,800466
HX6682,780A46
CA1760,780351
CZ3198,780C38
PC2730,4BB847
AY86,461F4B
MU5110,780FEC
NH951,841344
WY708,70C0F1
CA1406,7812CF
G8802,800435
QR293,06A08D
9C8787,780DC9
9C8662,78085F
ID6897,8A0605
G9244,896413
9W19,800B1E
B5266,780610
J29819,424382
SV841,71002C
NS3264,7808D4
WY346,70C04A
AI889,8003E6
S24687,8001FE
JT810,8A03E3
FZ709,896334
TK7292,4BA8C5
KE791,71BD66
JL3107,85155E
BR29,8990E2
3U8850,7808B7
AA181,AB0969
CI512,899020
QR1379,06A019
TR8176,76D02E
CZ3676,79A01B
DD7105,881047
3K823,76AA75
SL101,8832A9
MU294,78069D
9C8876,780928
CA1352,780DFE
CI642,8991A7
ZH9102,780D67
QF97,7C5324
MI701,76B4E7
VJ303,88813D
CA4243,78090D
9W585,800B1A
KA296,7801D4
BA10,405BFE
AI506,800BFB
CA4164,780BF2
MF8308,781093
WY236,70C0CA
CZ6979,780C37
KE847,71BD39
AI542,80051F
UZ116,01801F
OZ101,71BE34
HD78,861AFE
AK512,750467
UA903,AAD012
AI21,8005F2
RU448,42431B
VN600,88809A
KK109,4BCDD4
JQ25,7C6BC3
MU2338,7804B1
W51033,7335CC
CA195,7803AE
OD817,7502C3
A4201,155BFD
NH218,86E778
MF8472,781193
DP469,42436A
TK7210,4BA8C8
SU205,424923
AC29,C023BD
FM816,7803E7
TK369,4BB1C2
MF8376,7804F1
SU213,42457C
QR427,06A017
EK27,896212
LJ246,71C224
MU2678,79A046
QR571,06A0C2
9W791,800660
SU1158,424317
CA1362,7809A9
WE570,88530D
TK809,4BAA0E
EK157,8963DA
CZ3900,7802AA
SU2136,400140
CI104,899160
SU5437,400150
GS6574,780BFE
MU722,78071E
SU506,400152
EY19,896405
KE923,71C212
SV818,710107
FD571,880848
EY645,896397
6E165,800B96
NH566,861B64
9C8912,78082C
PR654,758308
XQ9128,4BCDE7
QR840,06A19E
JL5,868034
QR295,06A097
CA9623,780425
CZ6369,7BB108
EY818,896385
EK927,896318
TK827,4BAA54
NH2144,86D30C
MI606,76B4E9
ZE623,71C057
CZ3952,780522
KN5857,7800BF
PS716,50837C
FZ856,8963BB
CA1471,7804E8
CZ6542,780D0F
FZ836,8962BA
MU9646,7809C0
XQ9006,4BCDDA
KN5985,780C87
MH730,7502B0
BR130,89904D
TR656,76D031
HU7508,7805D3
CZ3690,78074B
S71035,4242DD
NX181,78033F
TK2839,4BAA4E
MI631,76B4E4
SV1902,710116
EK901,89620C
ZH9713,7807AC
VJ8792,888040
XY501,42479D
LH721,3C4B23
CZ3074,7804A9
CZ6162,780ED0
SV724,710057
ZH9862,7807AA
AI555,80073D
SC4752,781172
KA233,7801B2
BL162,8880CB
MU2446,780790
EK185,8960F8
CX406,780A58
MI435,76CD90
FD3091,880842
6E973,800B72
KA249,780A7D
NH1694,86CFA0
JD5588,78085A
HU7517,780DBE
UA851,A20433
ZH9747,780446
DL582,A963BF
JL577,85120E
8L9866,780433
EK751,896198
QR239,06A1BE
UK812,800C0B
HX690,780A06
TG628,880019
QR965,06A0A9
AI430,800BFA
AI922,800BE7
TR301,76D036
UK882,800C64
BA38,406F79
CZ6080,780BCE
DD7809,881059
CX653,7801B6
G9125,89638E
TK707,4BA92D
7C1802,71BF79
AC7,C0175A
NX226,78041C
SL806,88328C
DL189,A641B6
UA180,A92D6D
9W302,8000FD
TK7422,4BA8CF
ZH9610,781004
AK264,750459
ZO4046,73682A
LY563,738056
3U8948,780CEA
FD3238,88085A
OM302,4CA350
CZ3642,780293
6E236,800C0F
EK179,896308
I51526,800BE9
CZ3276,78091A
KE867,71BD40
SU221,42429B
G9337,8964DA
UO713,780A90
VJ453,5110D4
NX238,780342
TG413,88001D
CZ3290,780431
LY361,738054
3U8900,780DDE
PR210,7582F4
CX582,780170
JL517,861E9A
JL2173,84C236
KE24,71C250
AK5113,750287
MU2532,781232
AK856,750457
3U8318,780CEE
LJ648,71BF86
CA1389,780FDF
CZ3678,780410
I5129,800B0A
VJ133,4B9919
KK1221,4B8685
GJ8682,781132
CZ336,780643
CA1485,7805B1
RS764,71BA12
BR816,899054
9C8877,780EDD
MF8424,781194
ZH9280,78070B
MH788,750281
CZ3102,780BA2
TK6478,4BA892
SV1527,7100B2
6E491,80051A
AK1207,75015B
B7101,8990B5
FM9412,780F84
LH741,3C4AD2
FZ658,8963B0
6E711,800596
OZ242,71BC17
JW953,845CE4
HU7212,78089F
KN5856,7811B4
HY532,507C4B
KC869,484490
6E297,800C63
QF29,7C5325
KE32,71C210
VJ809,8880F3
AI676,800440
AK824,7503BF
MU590,780D9E
GA866,8A01DE
CA140,780CBF
QR657,06A029
MU5442,780D98
6E608,80064B
9W2529,800B1B
IX543,800395
Z92106,6831F9
QR27,06A0C0
JW825,8467A0
SG57,4BD153
QR305,06A091
TG404,885103
PC2380,4B8510
LY353,73806D
SV1654,71040B
MF8275,780B41
CX332,780A94
MU2154,780C04
MH785,75044A
PC3161,4BA745
CZ6147,78059B
KN5959,780F19
VN1651,888093
6E398,800469
ZH9653,780B20
SJ2084,8A05C8
AK526,750458
6E181,80051B
SV331,7100B0
Z2425,75033A
MM456,86CE79
MU9707,78069E
NH742,85D098
MU5248,7800AD
SU1882,424118
DD7503,881043
W561,7335B1
NH254,86837C
QR629,06A063
KC111,484129
HO1223,781055
EK425,89610E
3U8885,780CEB
6E3834,800AF0
TR476,76D152
9W211,800AFB
SQ912,76CE2E
MH787,750223
NH473,8686CC
DL275,A64924
CI5321,899101
NS3527,781036
RX786,70204D
HU7978,780D14
3U8831,780DDA
ZA473,70E054
QR167,06A0B7
BL501,888044
G52837,781067
BR218,899077
KA901,780181
9W736,80043E
TK690,4BAA8F
JD5740,7800D3
NL719,7609A3
TK7330,4BCC46
HX707,780AB0
JL874,851492
CX8522,780A49
EY97,8961E7
CI556,89904B
9W711,800556
HU496,780E99
HD24,841E00
SC4767,7809A1
9W10,80043D
TR385,76D257
HU7182,780E2F
AI551,800B62
NA22,010140
AI126,800462
OZ221,71BF91
6E6936,800C72
6E653,800B77
NH974,861BCA
TR607,76D244
OD1003,7503DA
CZ3554,780487
FD244,880450
7G82,84C43E
JL17,86D90E
ZH9912,780318
UL892,77058A
GA860,8A026D
CA937,780DFC
CA1948,7808C7
EY213,89643D
PK203,760995
5J793,758228
CA1810,7804BD
YC179,424289
9C8749,780305
S73315,424582
G9518,8963CB
JD5646,780E66
AI679,800400
MH704,750282
MF8041,7807A4
BT772,502CCE
HU7157,7809CF
BR869,899055
6E943,800B37
MF8408,780F58
AI505,800C42
QR67,06A1BB
GJ8764,780C8A
KE18,71BE22
3U8759,7811E4
9W971,800C9E
TK2648,4BAAAB
TK7194,4BCC66
EY278,8962E4
HD128,8470A0
ZH9902,780B8F
KE808,71C216
SV764,710052
OS606,4400B2
3K509,76AA61
HX237,780A20
EK87,8963F1
MH755,75027F
NH183,86EEE4
EY681,896347
SQ891,76CE4D
TK2246,4BA9AE
XY561,4241A1
U6620,4248EA
NX162,780EC3
AI809,800BEF
CZ3350,781031
CA1377,780022
NH1713,861C10
KE824,71C248
TK2613,4BA901
6R9953,4CA725
FM9332,7812FE
TK2010,4BAA46
AK839,750288
HD133,842194
JL587,86EF67
MU5830,780DB5
NX805,78041D
MH2806,750214
CI5235,899111
FX5033,A7FE1C
CZ3603,780C3C
SV1290,71040E
G9734,896434
DR6559,7810CD
SC4883,781119
VJ5214,88814F
EK77,896477
TK2674,4BA902
JD5392,780FA4
TK2458,4BAA63
CA1470,78027B
KE695,71BF14
PK396,760982
F3141,710129
CA1742,7810BB
CX433,780127
JL555,862CC8
DZ6232,780E64
QR127,06A0AD
MU5564,79A075
9W331,8000FE
MU2546,781142
OD225,75041D
BK2747,781181
GT1031,78053A
CZ6515,78111F
MI936,76B4E6
6S301,710029
QR611,06A030
AK1758,7503B3
CA4198,7804EA
LJ82,71BF33
7C1105,71C260
EK35,896319
BC12,86803E
SG867,800BDC
KE601,71C275
PC1936,4B8E19
KN5828,7811B5
JL816,86D974
SG608,8006FC
MU569,780C4D
ZH9214,780B1C
EY641,896398
ZH9155,781225
OZ712,71BF55
MH2743,750202
HD84,8745FF
3K512,76AA68
CI792,8991A8
KE728,71C025
0B5161,4A09A3
EK312,896168
UK786,800C0C
PC2700,4BB848
TR604,76D24B
KE692,71BE13
JH134,842208
MU586,781102
JH355,8408FC
G8304,800BF8
EK151,89647B
BI422,895051
AI102,8004DE
QR1347,06A026
EK531,8960D4
SU1304,424596
9H8397,780B98
EK527,8960D5
KA207,780A40
WY672,70C0A5
ZH9972,780449
HU7521,7811F1
MU2007,7803EE
FD3217,880C43
CI834,8991A0
CZ6329,780AF4
HO1270,78042E
AE1858,8991A6
HX80,780A47
PC2520,4BB844
ZH9844,7802C5
HU7940,780372
TK763,4BA94F
PC2082,4B8E12
5J850,7583E8
SM456,0100E7
QD676,70E04F
CX750,780132
CA830,78082F
SV1022,71004C
JL2207,84C2BE
KE72,71C083
9W2491,8007F2
CZ390,780709
CO712,4C8064
6E346,80064C
DP103,42436C
DD8716,881051
PC3080,4BA74A
BK2701,780C56
OD521,75041C
SV1472,710086
SU1272,42458B
VN1552,8880A5
GK113,84B5AC
DL181,A144BB
TK2006,4BA8EF
G9530,896411
HX68,789210
BK2994,780E01
5J994,7583D1
SV1441,7100AE
MI773,76CC47
AK5107,7503F6
6E477,800BC0
9U173,504D51
MU5735,78055A
UA143,A1B5E7
NH813,862248
TK2252,4BAA86
MF8233,780CDC
9W434,800C80
SU251,424575
LY5119,738068
SV3622,4BBC68
EK89,8964A1
KL898,485343
ZH9262,780616
SU6119,42457B
KE828,71BD85
QR39,06A147
CZ3252,78099C
JL958,8511A8
CA4176,780FB3
MU5500,780935
QR615,06A03E
3U8905,78030F
6E591,800C70
JL2503,8511CA
7C5102,71C062
6E443,800601
LJ602,71BF34
AI317,800734
PR526,75823C
HX22,780A1F
BL784,8880F9
CX257,780A2B
AI937,800579
MU502,780B35
QR145,06A043
CZ6760,79A070
SV311,7103D9
6E317,800C40
GS7463,780BC2
CA170,78115C
CZ3487,79803B
CZ8271,7805AE
MU2368,780C00
CA1336,780ACC
3U8358,780467
W63985,471F55
CZ6307,780081
WY276,70C0C8
CZ3278,78051C
QR133,06A09C
KN5825,780F54
WY282,70C0BF
JD5520,780693
OZ271,71C254
HU6228,7812EB
CI5167,89911E
CX766,78023C
N4533,424371
KK127,4B84F3
TG476,88002D
SU1145,155C10
OD581,750404
ZH9437,78046E
AI429,8004D5
TK784,4BA9EA
RS712,71BF90
KE882,71BD87
NX5,780368
CZ3081,7807C6
CZ6367,79A059
CX367,780235
7C1384,71C239
OZ370,71C293
ZH9211,7805E2
CZ3282,780C36
SU291,4242A4
DL589,A0F7C1
KE901,71BE21
EK215,89618C
KE905,71BE44
EU2742,781025
MF845,780D76
CZ3792,780773
GK183,845F78
SU1563,42423D
TG416,887801
SU1301,155BB9
JL157,84BB30
6E496,80071C
A4203,155BCC
HU7838,780550
IT2238,899025
CX495,780A4A
EY51,89629C
BR197,899050
CZ3010,780746
SV171,710071
NH67,86D906
UA198,A254D6
KA865,7801B1
TV9831,7804C8
CZ382,781147
KA874,7801AD
QR149,06A13A
DZ6257,780CD9
EY83,8961A3
KY8326,781243
CZ8395,780918
XY201,42416F
PC7337,4B8E13
S7273,424412
IA161,728675
WE273,885312
TG601,88003A
JL512,8403A1
QR273,06A0DC
CV417,4D010C
UA850,AABD7F
PG805,8840EE
KA436,78012E
HU6122,781000
AK42,7501FC
3U8181,7806A9
CZ3525,780E06
EK625,8963D4
DP506,4243F1
HU7192,7BE012
MU2655,780DD8
WE427,88530F
PC2860,4B8E0B
BR272,8990D8
KE937,71C276
AI645,80057B
QR1351,06A09A
EY7,896160
CA4326,78028C
MU787,780932
ME426,748026
BC717,86803D
SU1940,42432B
CZ474,780DA8
NH5,869122
HX246,780A6A
9C8954,780083
GS6558,7810C9
G9260,896486
UK976,800B23
CZ6424,780519
EK129,8963D5
RA205,70AFB7
UK995,800B4B
CZ3732,780DAB
BI872,895019
CZ3152,7802D5
OD222,7503DE
SB900,3A1E43
9C8855,7812C3
BK2963,780E02
OZ201,71BE25
SC4874,78035C
CX150,780236
CA1354,78103E
MM64,86D295
QR601,06A08E
JL749,86E780
JL61,867FCE
CA109,780639
MF8434,7802E8
AI543,800589
K6959,70E049
FV5701,4243BF
CZ6155,7809F9
ME217,50005A
MU270,79A036
MU2962,7804B3
B3706,680007
SG480,800BCA
SG657,800BCE
GS7469,780C6E
DL277,A17B16
CX157,780AAD
MU5454,7803EA
TH315,7503F3
KE2,71BD54
MF8077,781209
3U8793,780B87
NH767,86D310
FZ55,896378
ZH9488,7806AD
FZ903,8962C0
G9951,89642E
PK301,760981
6E223,800C7B
CZ3120,7802DE
QR17,06A0BA
W63593,471F7E
OZ114,71BF94
VY7845,3444C8
S7582,424428
MU2212,780937
QR251,06A087
IY606,890021
OZ713,71BD16
B8132,780704
TK6474,4BA9F5
ZH9175,7807A8
MH2614,75020C
LH699,3C666C
GK304,84715C
ZH9602,780EB9
JL877,851142
ZM1025,6010B7
FX5065,ACB89B
EK201,89618A
PA9001,8880E8
QR57,06A0E1
3U8963,79A01F
PR2543,758201
PK368,7608EB
CA1370,780010
EK521,896119
LJ78,71BF43
NH327,862A60
UO1013,789206
VJ940,888127
NX128,780344
MI423,76B441
TK7114,4BCC29
NX136,780EB3
JL3537,84C324
BK3025,7800CF
TK7136,4BCC2B
DP108,4245A3
ZH9622,781284
BA168,406947
MU9750,780B16
FD567,880846
PC1933,4B86D0
D7379,7502CD
NP109,010117
FD3239,880449
5J609,758227
TK797,4BA90C
EY29,8961A2
BC514,8681AB
EK9880,89616E
AK136,750450
EY622,896429
FZ785,896332
CA9502,780490
FD3131,88044A
QR777,06A101
UB2,7041C4
HY651,507C41
6E176,800C6B
G9522,8963BE
HD120,846250
GK355,846DC8
9W358,80046B
MU5343,7802A4
6E3645,800468
JL2185,84B824
FD583,880841
SQ177,76CE97
MF8107,7810A3
9C8860,780BC9
CX831,78023D
MU5527,79A061
MU5112,780D92
KY8312,780FB8
QR291,06A152
SV1256,710080
JL65,86D930
9W9817,800547
TK353,4BAB21
3U8878,780DDC
Z2480,758044
TK7082,4BCDCF
SL707,88328F
CZ6547,780C35
MF8032,781114
JD5309,78085D
TK960,4BAA4B
MU5199,780D21
MH2507,75021B
AC31,C01754
EY408,89612B
FM9559,78079E
KC131,4844AD
MU7186,780612
S24056,80048A
NH257,8682F4
SQ975,76CE4C
9W9,800B65
AK205,750272
EY650,89643F
PC2402,4B8E42
3K582,76AA6F
PN6248,78079F
F3103,710123
SQ974,76CE92
KE604,71BD31
UK830,800B26
TK343,4BAB2E
HU7806,781060
CA820,780C9E
LH755,3C4B2F
UL178,77044F
BR752,899031
MM905,86CF67
QW9807,780DA2
CI7515,899084
KC976,48411A
IX331,8003F1
VJ5320,88803E
FU6602,7812AB
BR709,89906B
I51983,800B09
CI134,8991B3
FD541,88084C
PC2814,4BB843
5J537,75816E
JL3110,850DAE
ZH9799,780B1E
FD313,88044D
9C8881,780304
NP81,0101B2
NH1264,85E27C
PR359,758335
CI7916,8990AE
S24662,800606
TK2642,4BAA4A
MU271,7802A3
TK7060,4BA8C7
5J951,758272
PR1817,758305
EK511,8963DC
MU5809,780059
XY579,4241EB
CZ3070,7802AD
KE878,71C241
KQ210,04C148
AK884,750463
ER501,7609C1
TR896,76BD42
ES181,894089
UK725,800B27
AT275,02012C
CI25,8990A2
DP111,4243EC
9W18,800506
SU5685,4000F9
MU5377,780561
G8246,80052A
VJ253,88811C
G9540,896400
NH1088,868B50
MM417,86CF01
EK388,8963E1
MI991,76B4EB
CA1517,780528
EK39,896483
9W594,80065D
WY815,70C0EF
TK7236,4BCC56
SQ175,76CECE
MU9717,780DBA
GT1083,78119F
AK562,750464
HO1262,780D90
AK649,750466
CZ8406,780838
HU7368,7812EC
EY535,8963AB
MI754,76B4ED
TK7046,4BCC2A
BC773,8681B4
HY37,507C43
EY290,89637D
KA882,780185
JL694,84C258
EK97,8963F5
DL128,A0F815
JW917,8463B5
ZE932,71C036
CA4178,7802D4
AZ785,4CA1E1
OZ231,71BF39
UO1646,780ABF
G8448,800C34
SV1230,7100AB
CZ6851,780097
IX383,80044B
QR125,06A0BD
NH326,840C1C
UA895,A1DCB4
S24057,80016D
6E487,800C16
SG623,800BCC
PC780,4B842F
FD3106,88084E
DD4235,881058
VN236,8880E0
EY450,896462
PC2552,4B8E0D
EY430,89612D
DP803,4245A4
S71147,4243CD
N4229,424240
AF1321,392AEF
AK171,75043E
MU2005,78069C
VN615,888052
OZ702,71BC28
CZ354,78062E
3U8617,78080A
JL3515,85188C
6E687,800C39
DV726,503C79
ES222,89408A
AK540,7501E6
NH636,85DEE8
IX549,800B9B
6W799,424577
NH66,8674C6
3U8530,7806AA
BA80,406F72
IT202,899026
FV5640,424354
SV780,710108
CX930,780AA2
TK799,4BAA07
6H881,738285
HU7955,780BDF
KA213,78012C
MU5604,780CA4
QR674,06A0F7
3U8438,7805B9
HD66,841A6C
NH852,86DC9A
EK651,8960DA
OV115,70C0F3
KA725,780A7E
G8553,800B0B
MF8061,780FA1
EY3,896343
HO1120,781057
EK49,896182
CA1322,7809AA
AY122,461F06
SG842,800BC7
TK7128,4BCDD9
FD752,880852
QR515,06A03C
UO687,780AB5
6E75,8006E1
CA186,78063A
EK418,89618E
KN2302,780F55
6E6616,800689
H59536,4CACB3
CI561,8991BC
OZ348,71C277
NL122,760989
AK5323,75027E
CX885,780A14
JQ15,7C6BBB
ZH9077,7807FF
SQ851,76CE62
6E752,800BAD
CZ660,780C74
FX5391,ABAB90
CX391,7801C9
BL792,88814D
RJ268,740827
ZA5149,70E05C
CA8364,780B5B
KQ116,04C11B
IR733,732541
HU6150,78058E
KA440,78017C
EK147,8963F4
FD3199,880445
TK2807,4BAA08
QR416,06A104
G8140,800C69
BR212,8990DA
KE622,71BD34
NH666,86835A
KK61,4B8788
FZ571,8963B8
CZ6365,7802DF
EK304,896456
CZ358,78062D
QR175,06A0B5
MH8008,750293
EK9747,89616D
TK811,4BAA8B
NH378,8687BC
EK208,8960E5
KE643,71BD32
A9930,51408C
JD5505,78058C
MU2031,780E7F
MS719,0100E0
S24601,800173
EK139,8963F6
EK127,89645B
TR306,76D24D
4G9601,151D2C
G9253,8963BD
CX879,780A5C
KC336,4844A5
6J16,86CF4D
EK205,8960E4
TW271,71C024
EY653,8964BD
CA1851,780292
QR8178,06A1E7
CA721,780276
CZ3438,780ADE
6E329,8007CD
RM747,51402C
CA1312,780BFB
6E6695,800B36
FD377,88084A
CI131,8991A1
AI156,80058A
3U8864,7803E2
NH766,86D96C
VN577,88808A
RQ11,700023
MU5702,7812F6
UT513,4249C2
ZF7744,4242F5
3U8887,780C2F
ZH9055,780469
OD572,7503C2
B8293,780034
RJ153,74072D
CI221,8991C0
PK739,760983
JL804,8511EC
6E327,800623
FD403,880441
UO674,780AA0
QR727,06A100
9W2264,8007C1
NS3240,7802DD
OZ174,71C059
W63257,471F58
G8424,800C06
SU5451,4240DF
JL630,851C42
BR1159,8990D3
CA157,7807CA
VN942,8880C0
TK669,4BAB26
QR53,06A09B
NH256,8678C0
SU501,4249DA
CZ3622,7807C2
FZ901,896376
HU7131,780C58
KE866,71BD84
HU7281,78105A
BR802,8990DD
FV5652,424355
FD331,88044F
FM9173,780587
EY264,89627B
JL85,86759A
FD3447,88084F
JL828,86E4FC
FM9103,7800D1
QR482,06A08C
QR665,06A136
MU5741,780F6C
XQ7112,4BCCAD
ME213,748025
9W2423,800B1F
HU7563,780657
G9564,896372
MH2611,750204
6E1404,800B12
MH741,750280
IR729,7324C1
PC3011,4B8E16
UA857,A2A3AF
PR319,758340
SU6355,4248E8
HO1339,7808E3
QR3,06A14A
CA1303,780DFB
JL670,86EF8C
BG36,70204A
PC2120,4B8490
PR427,7583E2
QR960,06A061
TW126,71C220
CX564,7801B5
KE915,71C081
G8546,8004D8
UL130,7705C1
SC8727,780D0B
G8505,800549
SU5613,4248F5
MU2297,780B37
Y97118,508385
KU286,70605F
PC2790,4B8533
WY823,70C0C4
JD5394,781297
3U8884,7805BA
MU539,78045E
LH8414,3C706A
WE576,88530E
SM415,0100E5
SL825,8832B5
SL710,8832AB
PC2881,4BB846
KB204,680001
MI350,76CD8A
CX162,780A36
SL8048,883296
MU2092,780DE4
WY705,70C0A9
TK7600,4BCC53
3U8945,780CF0
6E548,800519
ZA471,70E03C
ZH9132,7BB12A
WY337,70C09A
JL693,851C64
MF873,780BC5
MU5134,780D9A
QF129,7C531C
FZ334,8962AA
WY903,70C0CB
WY253,70C0DF
A9787,51407D
HO1122,780754
N4123,424425
FZ524,8964D2
TK7620,4BA8CB
SQ866,76CEE7
RJ151,74072E
AK5093,7502BC
CX690,780AA3
QR673,06A0FA
CI101,89901C
FZ611,8963AF
EY41,896143
WY373,70C054
TR634,76D243
7G48,842292
TK7039,4BA8CA
KE480,71BF83
AI626,800520
9W2842,8001CC
EK93,8960CC
DL89,A9729E
6W759,424578
TK7090,4BA8E2
TV9888,7811DC
9W450,800AFC
CZ6965,781127
OZ728,71C078
MU741,78066C
SL538,883291
UO1330,780A8C
JL82,867556
CZ338,780012
EK183,8964A0
SQ637,76CEE9
IJ702,840CAF
MH2575,75031A
IA147,72866B
VN1270,888024
PC2811,4B906C
WY689,70C0DE
BA162,4007F7
FZ54,89637A
G8286,800C61
CZ326,780737
GK154,841EBC
QG7172,8A04A9
S71125,424049
HY687,507C3E
QZ155,8A02CB
TK7261,4BA8C3
QR816,06A0F9
EK506,89620E
AA61,AA944A
CA4108,78115D
VN1232,88804C
ZH9232,7804F3
B8158,780785
XY263,424156
QR217,06A022
KC853,48435A
MI921,76B4E5
NH580,86796C
UK799,800B70
AI446,8004FD
P9301,
QR634,06A046
U62455,42453A
AL730,0101C3
N4361,42434E
3U8977,780510
AI879,800B30
MU541,780601
DL296,A0DD18
W64427,471F65
JD462,780E67
SU1434,424945
6E56,8007B0
KE927,71BD74
AI409,8004FE
QF23,7C146A
NH290,8674E8
MU2171,79A012
6E6409,800C11
QR1335,06A0B8
JL519,868DDA
MU7427,780557
PK853,7608EC
8M232,704457
BR398,899076
U63002,4249CE
KU165,70604E
SC4799,780742
4G9673,155BDA
WY231,70C0E0
VN1237,88809D
