KE283,71BE10
SV779,71005C
JL508,868DDA
GK302,846A34
AI282,80047A
JD5222,78085D
NH707,8675D8
RJ810,740737
BC10,8681B7
KA820,7801C7
MF8229,7805D5
CA733,78086A
NH289,867570
PG216,884204
TK7079,4BA8CA
CA460,7809A3
VN7230,88808C
GF182,89405A
HU7956,780D64
SV1019,71004D
CZ3121,7802DE
CK287,7805DC
PR1853,7582F4
6W760,424577
TK7055,4BA8C7
BR181,89906E
DD7504,881052
HY3713,507C45
HD65,846978
ZH9956,780D00
BC304,8681B1
9C8663,78067E
JL2123,84C2BE
TR101,76BCCA
KA8456,780A4C
NH956,86226A
SC1157,780895
KE724,71C218
NH438,850E37
DI7408,40742D
DZ6255,780315
CZ8689,781099
TG103,885172
KE727,71BD98
KA440,7801A1
FD376,880455
DR6545,7810CB
EU2285,780EF6
QV922,70801C
MU5275,7808ED
KC851,484354
PR356,7580B2
JH305,8413B8
QR8276,06A190
EY102,89649E
FD312,880C43
VN228,8880C5
MU2794,798025
AK5879,750466
BK2852,780E3D
MU2252,7805BB
ZH9783,7811A9
CZ3958,780628
SE1350,394894
NX601,780340
CZ476,7800EB
CI909,8991BB
MU5747,79A074
6E634,800465
KE461,71C001
FD319,88084A
SQ973,76CE67
9C8601,781085
PK211,760993
AC63,C01049
MI599,76CD8D
TR979,76D24E
9C8832,7805E9
BS315,702082
GA856,8A05AD
G8173,80072A
AK170,750419
NH842,86E888
CA1315,781160
S7565,4242EC
CZ6228,780508
KE130,71BE38
NS3295,78116A
KE897,71BD85
9C8525,7809AD
FX9815,A78CB4
TG643,885104
VZ305,885961
CA1050,780C5C
TK153,4BAAC7
ZF9601,424237
FU6607,7812AA
EK408,89611F
JL92,867578
HO1255,780F9B
MI751,76B4E9
MH2661,750229
MF8101,781112
SV1531,710081
PR527,758305
FD3161,880C41
7G47,84B982
SV123,7100B4
GY7152,7810A7
CI702,8991BC
MF8697,7808D2
HU7742,7805D3
GF155,89402D
G8465,800C7A
CV715,4D0119
PR437,758307
KA810,780126
NH776,868094
9W629,8001CA
NH1621,86E0F7
5J5055,75832A
3U8969,7810D3
AI813,800C43
FD509,880C45
MU9646,780C50
GA875,8A0579
FD761,880C42
CZ3270,7808C1
TK7077,4BCC66
BR105,8990CE
6J76,86D215
7L203,424407
SV21,710111
OZ359,71BF40
NU42,8414A9
SQ32,76CDAB
FD3184,880456
NH211,869210
SG124,800BC8
ZH9655,7807A8
9W397,80040D
SL735,8832A8
CX856,780ABC
MU5302,780B2C
HX670,780A8F
TG202,885170
WE688,885315
SV41,710110
SL703,883299
SV933,4BB474
SQ619,76CE64
WY818,70C0F6
LX257,4B1887
DY7202,407417
UA38,A13DE2
KL462,4841A6
CK222,78071C
TW292,71C300
6E344,800BAC
BR191,899063
IT372,899024
AY78,461F09
GF61,894076
UK752,800B24
PC1860,4BA74A
IT8210,899027
OZ3365,71C279
BR187,899054
HD20,861AFE
TK2806,4BAA42
FD3444,880441
Y87581,780BDE
CZ6511,7807DB
PK373,760924
W5112,7335A5
ZO4107,73682A
6E196,80051A
BG236,70204B
CZ6919,780B0F
NS3527,781036
MI771,76CC48
NH1087,8477C8
MM177,86CEBD
JL692,851230
KE24,71C041
AE1856,8990F6
NH864,86CE8E
UK963,800BAF
VJ209,88813E
RL8798,42459E
6J38,86CF09
XY5,42417D
PA270,7609AF
TV9881,78089B
VN943,888075
JL609,862D50
BR255,8990CF
NH8501,861B03
OS880,44010D
MU2259,780C51
UL455,770592
SC8865,780743
PK755,760995
ZF5242,424338
UQ2537,780458
UA837,A28DC8
MU582,780E3B
I51568,800B40
TG304,8850AF
PA631,7609B7
CZ3169,7BB0EA
SG479,8006FC
NV2576,733E09
KE698,71BF17
NH377,86DDF0
TK2454,4BA906
EK819,8963D8
6E854,8004B4
9C8883,780304
CZ3883,780997
ZH9618,780E0D
Z238,75833E
PG272,8840F5
CA108,7803F5
KL868,485341
JL2464,85188C
OZ384,71BE16
AK733,7502BC
MF865,780794
IT304,89902D
7R226,424269
RS711,71C266
JL32,86D59C
9W412,8007C1
AY124,461F0E
MS916,01010C
OS58,44007C
JH211,840C90
JL691,84C302
CI752,8991BF
CI526,89904B
ZE612,71C231
MU5419,780D20
Y97055,73306B
SQ878,76CE94
PC2000,4BB847
VJ863,8880F4
9W735,8005A1
JL293,851C64
LH1307,3C6750
PG943,884202
FD1100,880846
7C1602,71C261
BC173,8681AD
CZ644,780BD9
CX506,78012B
ZH9209,78029D
CA131,7808A9
9W763,800C76
XY14,42417F
AA127,AAFBDF
MH390,75021E
KA433,780A81
MU507,781108
3U8992,780F32
FV5859,424355
TW202,71C253
PC2743,4B8435
KN5881,781237
KA380,780181
FZ851,89646C
TW242,71C235
HU7712,7806B4
NH554,867904
FW15,8422F8
CA1498,780ACD
VN229,88812C
A67130,780EF3
I5789,800B0A
JD5531,780EC6
JL3,867FCE
SG741,80074D
JL435,85153C
KE93,71C007
TK255,4BAA46
AK608,7503BE
SL399,8832AF
5J814,758323
9W355,8007F2
NH1276,850E15
CZ6183,780DB1
WE309,88530F
NH62,86789E
WE281,885301
PG241,884213
MM455,86CF67
IX345,80044A
JL43,8682FC
Z2354,758321
MU2787,7812B5
AK157,75010B
6E6523,800C17
5J5063,7582B3
CZ6361,78099C
5J568,7583B7
CZ6949,7812DB
NH171,86CF16
TG551,88001C
FD3130,880449
TK793,4BAA66
CA405,78115A
K4916,A96B14
BC504,8681B5
S24179,80016D
JL749,86E4FC
BX181,71BF63
9W365,80065F
AK5104,750307
BR5,8990DD
PK351,760981
JL2153,84BB30
FD762,880C46
KE31,71BF82
MU5825,780E7F
6E375,800C39
ZH9021,780D67
MK745,060021
CA4329,780065
9C8918,780B57
BL322,8880CB
VJ825,8880D9
CZ6844,780864
DL181,A0D5AA
U39861,424323
CI161,89901D
DL27,ABE924
QZ154,8A02D2
CX906,789204
UA89,AA6B7E
SV1745,710082
MU5470,79A05E
KK1335,4B8684
SG831,800AF6
AY74,461F49
BK2781,780B4E
FD358,880448
KE648,71BD84
PC21,4B8E02
CA1313,781009
CX475,780AB6
JL9,868034
CZ3404,780B12
9W653,8006FA
CA1423,7BB0DE
JL44,867F68
SU1284,4242DC
TK447,4BA992
VJ5258,888135
ZH9860,78056B
SG21,800C2A
MU785,780C01
CA1972,7808A7
MU2250,79A036
AI460,80057A
SC4847,780893
CI165,8990A8
QF79,7C531E
VJ631,888041
7C2601,71C296
RL7502,424273
JL543,851CA8
NS3308,78057D
ZH9607,78046F
9C8823,780F2C
MU5178,780FEE
EK375,89647A
U6727,4245AD
HX422,780AA6
QR965,06A0BA
CI103,8991B1
TK2023,4BAA56
NH979,861E4E
VJ775,888141
5J721,7583A5
6E367,800AF0
NH464,867816
AI143,800B63
SV1018,710087
MF8404,7812C1
DD7406,88104F
FD177,880855
7C1902,71C263
CA8972,7806DF
DD7502,881041
TK145,4BAA90
CZ6577,781123
SJ1044,8A05EB
BC713,8681A8
TG649,885044
TK7225,4BA8C5
B7501,899047
AI604,800C44
GT1092,78053A
TG614,88516B
CA1832,7811A3
GS7525,780B32
MU205,780EDB
BH5412,504E27
UL307,770451
G8221,800701
I36633,735030
HX658,780AB0
MU2532,781231
WY332,70C0F1
CV408,4D0118
D7192,75002B
SU1965,424303
6J70,86CEC5
EK9886,89616B
3U8948,780DDF
9H8366,780B98
VN341,8880C6
XY105,424189
G52701,781223
MS901,0101B7
CA1986,780AD1
S7555,424956
GA871,8A05AE
HY271,507C4D
SV1234,7100B1
OZ304,71C277
XY81,42415A
HD23,8745FF
J29103,424381
JD472,781095
CA4456,780E22
SN3294,44CDC2
TK1297,4BAACA
MU2106,79A020
NP103,0101A5
3U8882,7805BA
3U8953,78107B
OQ2319,780624
MF846,780C7F
KC972,48433C
UO870,780AA1
3U8885,780B86
B7796,780814
MU525,7806DC
KE9113,71BC60
EK971,8960DA
QR231,06A017
PC2797,4B8E0F
JL915,84011D
NH90,86E48D
XQ9084,4BCCB0
TK381,4BAA0D
VJ273,8880C8
OV1,70C0F5
AF125,3949EA
XY122,424792
HX216,780A46
VJ509,888140
JL647,851826
3U8873,780B68
EK805,89618A
UK970,800B4B
TR659,76D245
PR2774,758073
KE38,71C006
G8272,8007E5
9W406,80040C
AK5746,7501E6
MU7068,78122A
VJ139,888151
NH576,8626CC
CX885,78022E
BL785,888148
UA896,AAA125
EP6584,730609
LJ232,71BD56
5J887,75829E
VN631,8880C0
CA140,7800DF
UA807,A2CA5F
G8381,8004D0
TK2630,4BA8D5
FD557,88044A
BR852,899076
EU2214,780D5E
OZ797,71BC20
CZ353,780674
GF561,89405F
TK337,4BAA73
IB3321,342108
JL2006,8515C4
CA1428,780FDC
CI904,8991A2
JL567,86EF67
ZH9654,78046A
AI126,8004DD
J2807,600803
GS7857,781261
KA804,780A7E
EK27,8960D6
NH2158,861B86
CZ8355,7809E3
PC8180,4B842F
PC2061,4B8E42
IT8207,89902A
KC932,4840DE
MU552,780560
PC786,4B8E12
9W973,800660
FM9567,7BB0C0
NH218,86E778
MU2176,780905
EK387,896120
NH252,86D594
QR221,06A02F
UT580,424904
LY611,738051
DD8307,881055
QR233,06A087
VN351,888063
NH982,8464B0
MH787,750319
9W759,800C80
CX254,780A3C
6E642,8006E1
CX110,780237
PR335,758306
KE9312,71BE01
HO1012,780653
CA935,7802D3
KE2708,71BD73
UT9007,42455C
CI157,899018
6J35,86CE81
XJ606,886282
QF61,7C5323
EK9875,896170
BY469,400759
JL374,851F4E
HU7875,780D10
U62801,4242B2
SV1907,710084
JL628,861B28
8M336,704458
JL717,86DCA2
KA376,78018A
CI5321,89911B
9C8609,781011
UA32,A2A3D2
VN414,88807A
AI584,800412
MU5336,7809BF
GA898,8A044C
NH232,86D244
9C8810,78085F
SC1187,78116D
9W414,80040B
WE270,88530C
SV365,71012F
CZ6357,79A042
VN384,8880E6
QS1287,49D38C
CX163,780A37
EU2218,780EF7
NH217,86E7BC
CZ3524,780B14
NH175,867FE8
UO601,780AC1
Q2550,05A054
WK51,4B1901
JL904,8403A1
EY151,8962E5
JL587,86EF8B
GK350,847884
JL610,850DAE
SU1129,42498C
6E178,800468
SU5628,400160
W5106,7335A4
VJ135,888143
CI7868,8990B0
LH737,3C64F4
SC4752,7812D6
WY376,70C09A
6E1202,800B2B
Y97096,508385
DV777,503C5B
OM224,682211
JL515,868690
9C8672,7805D1
NH223,867FA4
9W303,800506
XY401,42415F
CA1894,7808C7
EK571,89610A
XQ9192,4BCCBA
HO1267,780533
TV9815,780DB3
9W472,80072C
IX194,800B9D
CZ3097,780C75
KC672,484339
UW9947,798012
EK141,896459
QR1367,06A0B4
OZ339,71BF47
JW873,845CE4
VJ629,88813F
J9560,451D87
AK142,75033B
HU7116,780E96
BA6,4007F5
ZH9842,7808B3
AC25,C0103E
TK2216,4BAAA5
BC13,8681BD
MU5044,780605
GK627,84B5AC
QR829,06A0BD
CZ8476,780CCC
WY708,70C0E1
PS518,5082C7
DL199,A0F815
VN1264,888052
EY229,896255
UT438,4240EB
KE716,71BF28
KY8297,780966
JL646,862DD8
3U8674,780F33
CZ3260,780509
DD3211,881043
NH853,86CF38
CZ6415,79A045
TW283,71C000
TK2220,4BAA50
9W250,80015A
BC590,868041
BG40,70203F
9W542,8001CB
OD7523,7502C4
MU5473,7808F0
MU2360,79A011
TG618,880045
EW121,3C15C3
FZ847,8962BD
MU5152,7800F2
OZ1075,71BF93
NH796,862338
TK97,4BA92F
BC505,868042
SU1642,424941
PC2139,4BB845
AI922,800BFA
KE660,71BD53
9W839,8000FE
VJ793,888128
HY333,507C4C
SM458,010194
Z2943,7583E4
AY86,461F48
UO1370,789207
ZH9235,7802CD
UO397,780A83
I51576,800C57
OZ349,71C071
NH253,86E0F8
LX161,4B1900
AK1723,750333
NH376,86E518
VN65,888082
AA281,AB5C12
C8973,4D0140
DL189,ABAC50
AI671,80047B
GS7585,7804A4
AK529,7502B8
9W65,80067D
5J565,7583A1
JD5646,78037D
KY8241,780E95
9C8836,781084
LH718,3C6517
SQ671,76CE81
NZ99,C820CE
ZH9383,780786
JL860,86220C
PC2810,4BB84D
PC2750,4BB84C
CX134,789203
TG105,88516E
PC2031,4BB848
9C8890,780F2B
6E366,800C16
VJ5356,888150
6E827,800C1F
FD636,880450
QR265,06A09A
SG272,80070F
SU1602,424298
BC764,86803A
HU7606,781060
DL296,A16883
DD9314,88105A
HU7816,7805D4
SL8034,88328C
TR119,76D24C
PC3010,4BA745
AI1346,80005A
PG702,8840F6
JL314,86EF89
CX43,780219
PS778,50836B
FM854,780E6F
6E398,8005DF
JL554,862DB6
CA4162,780F1E
WE286,88530D
NH1208,861BA8
JL2057,84C214
GK555,8466A0
JW953,841C28
JD5740,7800D5
MU521,7809BE
MF823,780BC6
6E321,800719
CX739,780A5C
NS3264,7810F5
9W433,80046D
JL906,8686B2
CZ3966,7804A8
FZ263,8963B1
PR2814,7583AE
E3812,8838EE
TG609,8850AE
LH726,3C651A
GS7978,7810C6
NH65,86750A
QR203,06A0AE
NH177,86E800
U6525,424914
CZ8624,780F14
I5535,800B8C
UL122,77058E
QR959,06A0B1
XY754,424178
PR2522,7583FA
PR301,7582F5
WE131,885303
VJ852,888125
UA79,A1F2B1
BR808,899055
QR943,06A106
TG664,88516F
SC4818,7BB135
MH751,750208
AK5233,750146
KE82,71BE12
SC4987,780578
HY52,507C41
6E918,8007CD
KE18,71BE28
JL649,861AE4
ZO4076,736838
JD5178,780FA6
SQ308,76CD74
QR7,06A2B1
HU7142,78110B
OQ2329,780C3A
SC1182,780C8E
CA1452,780FE0
SU1858,400154
MH2609,750245
AA181,AAED0D
5J793,758228
3U8410,7804D9
RJ643,74072E
EY287,896347
RY8939,78061C
NH1750,861FA4
JL631,862D94
KN2385,780F55
TK2826,4BAA0C
NL703,76098A
QR427,06A016
CA1877,7803F8
AY99,461F4D
UW9943,798006
HU7709,780E98
9C8636,780C64
JL7,86E4DA
6E139,800B38
TV6035,7810A2
6E297,800C72
SQ181,76CD90
NE171,010141
HO1136,780E39
SV1552,710086
KE2852,71BF66
3U8918,780DDE
MU5698,780659
AI706,8004FD
UA180,AA92FF
FD403,880444
VN1184,8880D5
PC1931,4B8E41
9W407,800705
9C8709,780EDE
JL2235,84B79C
CA1806,780731
K49541,A9F67D
JL11,86DD2A
SU291,424403
6E965,80071B
MF890,780E44
TK7422,4BCEB5
EY249,89633A
NH2154,85D098
W64545,471F58
VN704,88804D
VJ244,4B9902
TK813,4BAA8E
AA125,A9B62C
CA992,78103C
CZ6429,7802B0
AT246,020043
6E212,800603
CI155,8990A9
NH696,861B64
BR282,89904A
HU6226,7807B3
MF8648,780685
AK9358,75006E
CZ3198,7802A7
GX8846,7804C0
CA1574,78068D
NH848,86EF28
FD3502,88084D
CZ3086,7800FD
FD357,880C44
MU5616,780460
FD5420,880852
AK127,750440
CN7170,7805A5
Z2477,758224
MU5596,7804F5
NH1263,85D42C
SU6102,4248E4
NH2144,86E028
QR295,06A08D
SC8871,78111E
UA7,AA92FB
SV3948,4CC3C9
GS7966,7810FB
CA437,780356
CA1962,780868
OS76,440081
NH8508,861B69
G8802,800BF8
9C8939,7810FC
PC2575,4B906A
WY236,70C0C3
NX110,78041B
KN5216,780D62
NH646,86E4AD
5J111,7582E3
KE94,71C011
TK7260,4BA8D2
6E744,800717
VN594,88808B
VS251,406B48
DL167,A0F828
RJ651,740736
HO1660,780CC3
8Q47,4BBDCA
VJ131,4B9919
I51721,800C83
7G13,842292
GJ8653,780FE5
SL533,8832A9
NH1101,847434
LY2371,738069
EY239,8961EA
MU5728,780E82
NH783,85D7C0
CZ6520,7806FE
BS213,702075
CZ6249,781152
UA872,A1C82A
MF8027,78057C
CJ5524,780779
BC765,86803B
AI754,8001AB
TG319,885153
CZ3560,7808BF
CZ6958,780C35
SL507,883297
6E389,800B92
PC2411,4BB842
OD564,7503D8
SV1108,7100BF
6E186,800756
BC714,8681BE
LY319,738064
BC517,8681B3
TK2453,4BAAD6
SM601,0100F6
VN404,888061
SU1138,424346
KA640,78017D
6E464,800519
MU5811,780E83
AK24,7503C8
BR131,8990C7
DL159,A65092
CZ6661,7809E9
TK7270,4BA8D9
CZ6995,780D52
SU1703,424567
FM9172,7803E7
NH566,86D986
RU367,424563
TK2043,4BA904
FD3104,880445
SQ997,76CE83
SV1394,710090
QR251,06A028
CA197,780703
6E6361,800B14
8L839,780BFC
NH555,86EF03
EK637,896111
AI676,800543
3U8898,780E4F
VN661,8880A4
MF8466,7806A6
JH325,845F30
NH678,86E184
SV1020,710049
PR721,7580D6
CZ6307,7800E7
HX618,780A20
GA866,8A04F3
SC4883,78116F
NH5,869122
KE951,71BF14
TK7470,4BA8C4
JT2645,8A02EF
AA263,AAE597
GK413,84715C
UO619,780AB4
CZ6405,78051E
R3502,4249B9
CA167,780C44
SL708,8832B7
CZ3219,780771
CA4130,7810F7
SV726,7100B3
SC1170,780F6A
NH746,86DA5C
AK882,750239
NH453,863188
HU7366,780417
6E801,800C12
PC2730,4B906C
AF460,3965AB
FM9538,780D93
ID6897,8A0521
CZ3702,780FC5
6J90,86CF4D
JH205,841AE0
5J102,758227
KE2,71BF09
OZ201,71BE26
EK220,896168
UT535,4249E0
PR658,75830A
JD5553,7804D4
TK771,4BAA74
XY402,4241EB
SV380,7100B8
KE481,71C212
JD5364,780D46
QR227,06A08A
PS722,508366
MU5379,7804AC
LX189,4B1904
NH183,86EF06
7C1154,71C033
MH2621,750221
MU5725,780CD8
UO707,789206
FR3132,4CA80D
NH572,861C10
7G46,84C43E
SQ31,76CDB4
VZ401,885963
SV841,71011D
6E486,800C36
8L9966,780DC0
6E823,800469
PC8390,4B8E13
6E495,8007CB
NX610,78041D
HU484,780463
CA1480,780781
HX253,780AAE
AK538,7503B3
HU7994,780443
HU7279,780818
CI171,8990AB
SG972,8007EF
G8141,800C34
MH755,75031A
RL8628,42459C
QR438,06A088
DD7105,881058
RS751,71C281
RS764,71C255
CZ8465,780488
SU205,424948
CZ6258,7803CC
6E443,8007CC
EK600,8960D1
KK1221,4B8692
KC251,4844AD
GK106,84106C
MI391,76CD89
6Q652,778825
6S301,4247B5
SU265,424922
AA169,AA5428
TG561,880046
VN347,888099
AY88,461F4B
KE32,71BF84
9W489,80015D
Z92106,6831F9
5J704,758226
HX337,780A6D
TK476,4BAA10
6E568,800BCB
Z2776,75847B
9W271,800B95
MU2206,7804B9
CZ6238,780015
TG628,880044
3K515,76AA61
JQ11,7C6BBC
G8459,800C68
TK2252,4BAA75
AK5113,750287
BR6,8990DE
VJ453,88811C
CZ3792,780DAB
JL45,868340
HU7351,780BE2
CZ3458,78046C
EY650,89643F
XY18,4241DA
TG321,8850B5
JL2905,84C324
KK109,4B84F3
OZ231,71C254
TW116,71C024
9W389,8001CE
MU7098,79A04D
6J75,86CEE7
SG57,4BD153
WY226,70C0C2
TR301,76D035
UL120,773644
CI642,8991C1
CI5853,899112
IY601,890006
3U8634,780071
XQ9728,4BCDE8
CI862,8990A1
JL517,861F00
OK191,49D2FD
TG404,885105
B3333,7812D1
FD3091,880443
TK7210,4BCC4A
TR178,76D249
CA195,7803AE
SB801,3A1E43
5J857,758109
6E75,8005DC
LY385,73806E
CA1485,78059F
Y87506,7804A1
CA4114,780525
QR27,06A0B2
BK2897,780700
AK5642,750451
IR711,732542
5Y8503,A88752
JL781,8674F0
CZ3102,78070D
HU7439,7811F8
KA803,78012A
6E591,8007B1
SU1239,424943
HD78,842194
CZ3652,780290
KA378,7801A2
TK7292,4BA8DA
NH996,8675B4
QR657,06A029
LY357,73806C
EK657,8963D5
QR217,06A093
NH706,862DF4
FM9507,780D2D
GA972,8A003A
CA4190,780649
BI872,89502F
VJ186,88803E
LJ602,71BF43
GK602,841B28
NH951,840C1C
9W9,800B15
IT2247,89902B
CX406,780A0C
SV336,710080
PR427,7583E2
HU7689,78097F
CZ6234,780E09
CX582,7801AF
CZ6006,780B0D
EK613,89631B
AA175,AA1A16
6E345,8007CF
FX5392,ABF0C7
JL510,86EF6B
9W18,800B1A
UB20,7041C3
SU1369,424318
6H763,49D193
TG974,885154
MH788,7502B0
AI866,80051F
SK984,45AC49
CZ6317,780C36
CI104,89901A
AK139,7501E4
GA860,8A02B7
TQ4335,504D51
7G49,84C0AA
TK2922,4BA8CD
SV713,710105
MI701,76B4E4
JL3107,8518D0
ZH9942,780750
MU590,780D9F
AE988,8991A1
CA1471,780BFB
TG204,88006D
PC3161,4B8510
CA1215,7804E8
AY142,461F53
IA219,728669
NH679,86960C
MU9625,780302
VN231,8880AC
TK827,4BAA6D
HU7208,7812A4
6E165,800625
KA490,7801C2
CA4338,780DFC
TG646,885226
S71141,424558
JW103,8463B5
UT507,424263
MU5289,780D1F
HU7263,780B1A
KE72,71C084
NU54,84183D
ET3685,04008B
MU5110,7808EA
HD84,840593
QR571,06A0C1
KA946,78012E
EK17,896182
CA1381,7805C6
ZH9903,7BB12D
SU2136,4242BD
BR7,899081
H9890,70AA6F
AZ787,4CAA32
3U8932,780B01
CZ3278,780BA4
PG947,88420E
VJ731,88811B
KL898,4851B1
CZ6261,78051F
FZ918,8962B5
EK425,896178
VJ275,888097
DP114,4343C9
A4201,155BF7
TK809,4BAA06
TK879,4BB1E6
6E181,80051B
QR243,06A08C
MU5564,780602
AI678,800441
VN530,8880E5
OQ2317,780590
PS716,508387
CA901,780524
ZH9623,78044B
AK1720,750148
EK161,89631A
SL806,883294
KC910,4844A0
W5118,7335CF
AA153,AB0D15
NH813,862204
BY137,406D6F
OZ602,71BE25
CZ6523,78062B
9C8662,78080E
SM475,010094
CZ3537,780748
CA1404,780D8C
ZH9723,780B1F
PG247,884208
KE122,71BE22
SG813,800BC9
CA1481,780B5B
SG192,800AF7
6S502,710029
QR313,06A050
OZ101,71BF36
SU221,42460E
EY215,896429
CZ622,7800A9
CI7523,8991AA
JL319,8400FB
NH173,869188
JL2504,8514D6
UL160,7705C5
RX786,70204D
KE20,71C008
SU5451,4240E1
AI430,80073E
AI21,8005F1
SU1713,4243DF
UO2804,780A92
QR29,06A0AF
6E236,8007B2
7C1802,71C088
TG668,887801
EY213,8963AB
GK613,841EBC
TK420,4BA91A
CA1406,780CB6
NH254,8682F4
AI506,800C07
MF8441,78052F
QR812,06A0FE
SU213,42457C
UK882,800C64
9W302,8007C2
ZH9973,780471
WY282,70C0A2
CA1462,7812DC
TV9875,7809DD
G9821,89633B
QR840,06A1BE
VN232,8880F8
MU5042,7808E9
5J951,7582E6
CZ336,7805F6
A91771,514096
KE692,71BE14
CA1860,780911
AE1858,8991A6
HO1180,780F35
GK506,846DC8
HO1223,7810E9
JL17,86D6AC
SV311,7100BB
QR127,06A0B9
KA760,78017F
VN7563,888053
PR2543,758204
OD581,750400
CA1557,7804BB
SV331,710114
Z21265,758044
QR629,06A0C2
9C8898,7809AC
DD7512,881042
CZ3520,7808C3
OZ352,71C256
SU5437,4000FB
SU6119,42457B
CZ6542,780D0F
KA207,780184
TK574,4BAB22
OD1605,750404
8Q171,4BBC4B
UK812,800C0C
CX257,780A63
FD3449,880446
FZ837,8962C0
AI542,8004D5
QR239,06A07A
MU5182,780CAA
VN600,88809B
EK35,8960E1
JL261,851CEC
6E627,8008C3
QR8157,06A140
MI423,76B441
DP506,42436B
G9556,89642E
CZ3732,780264
SV562,7103DB
FD3447,880851
LH1451,3C6668
OS64,440BB7
LH8369,3C7062
7G81,84B5EE
TK2839,4BAAA9
HD25,841E00
SV749,7100BE
9W971,8007C3
CZ3690,780773
HX22,780A12
W51191,7335CB
SU1158,424593
QZ521,8A03F3
OD8603,7503C2
QF29,7C531F
TK2006,4BA9A9
G9181,896371
ZH9946,7802CA
CI5254,89911F
QR615,06A03C
KA383,780183
NH327,850E37
JL2173,84C5A8
W51051,7335CC
CA9615,780010
TK2648,4BAAAB
6E5126,800B93
G8319,800B18
MU787,780B7D
BR869,8990E2
AI827,800588
9W10,80043E
MH785,750203
VJ741,5110D4
FV5501,42431E
FZ831,8963B2
KU167,706051
JL65,86D930
CZ6155,7809F9
NH959,86CEF4
FZ856,896333
EW117,3C15BD
NS3246,781037
EY19,89649D
CZ3072,78046D
ZH9211,780569
QR279,06A099
GA800,8A003B
FD3238,880859
OZ575,71C257
BC12,868043
TK7330,4BCC56
AI406,80053D
BR130,89904D
CZ6973,780DAE
JL2207,84C586
7G82,841EFE
PC2430,4B8E0E
QR8436,06A080
EK901,8963D1
CZ6147,7809F6
CZ6754,780DAF
FZ70,89637B
CA1617,780099
MF8472,780F21
JD5520,7804D5
MU586,780D9C
SC4915,78111C
0B5151,4A09A7
EY333,896325
SU1304,424598
CZ3116,780E06
SQ912,76CE2D
NH1713,8687BC
GF153,89402B
HU7577,780B60
MF8032,7810B0
3U8975,780B88
CX766,780A64
MU502,781104
DL599,A1775F
J2863,600853
EY61,8963A9
TG413,880018
JL577,850E36
QR57,06A0E0
FM9333,7811D0
LO152,48AE81
SV566,710113
CZ3733,78074B
CX837,780A98
DR5306,780E7A
CI7916,8990A2
AK42,75033C
XT251,8A01BA
ZH9972,780EB9
CZ3415,780374
JD5588,7806F7
JL779,861F66
KN5959,781238
CZ3688,780E41
9W575,800556
XQ7526,4BCDE5
9W331,8007C4
OS860,440669
TK2458,4BAA4E
OZ702,71BC28
JL61,86831E
MU503,78108A
AE1817,899046
GF275,894065
3U8831,780CEB
ZH9155,7812E7
NP328,010117
JL793,867512
OD225,7502DB
AI865,800BF9
CZ3081,78088E
JL555,862D72
QR183,06A0BC
EK409,89611D
MU709,780D22
MU235,78009D
JQ25,7C6BBB
9W77,800BDB
DL275,A641B6
EK397,896308
FZ658,8962BC
HD133,8404F4
PG262,88420B
CZ3039,780673
NX2,780D4A
QR167,06A0AA
MI966,76B4F1
CA1377,78103D
5J966,7583F8
FD244,880447
ZH9214,780BF1
JW912,840A44
KE54,71BE42
SU1246,155BD6
VN921,888090
MU7368,780FE8
AI505,800C08
AQ1098,780E8A
BA10,4007ED
JL572,851164
EK957,8963DF
6E653,800BE0
SG422,800BCC
KN5985,7806A0
AK512,75002C
GK113,84630C
UK830,800B70
RS521,71BF90
WE570,88530E
QR125,06A018
NH742,868EE4
8Q11,4BBDD3
CI792,89901E
IR727,732541
A4203,155BF8
NX226,780EC3
ZA4459,70E05A
OD633,7502C3
CX653,780A49
PC2420,4BB84B
EY257,89625A
MI951,76CD8F
WE684,885306
FM816,7803E6
HU7078,7808E2
6E526,800C6C
AK1755,7500DD
KE503,71C251
PC2520,4B9069
MF8225,7806A7
XY501,424174
CZ3901,78036E
KC308,4844A2
MU2141,78064E
OM312,682643
HX68,780AC7
4B8832,14FA20
FZ4359,8963AD
CZ3453,7809FC
KE551,71BE24
DL277,A16FF1
MF8402,780D76
AI679,800521
UL892,7705C4
CI261,8990AD
TK797,4BA8F0
EK802,896305
MF8491,780358
PA401,5609AE
TK690,4BAA72
TK784,4BA9DA
BC15,8681AA
JW825,846B34
QR39,06A143
PC1936,4B8530
9W116,800BD9
6E317,8007CE
CZ3463,780085
EK348,896209
GY7166,780F1B
UA9,A2A2E3
MF8316,781111
CZ6979,781309
LJ246,71BD61
VZ103,885964
KA853,78017C
CA1420,780069
SU1145,4242BE
E3816,8838EB
AK526,750453
FZ836,89632F
ZH9747,78046B
PC3191,4BA749
MF8594,7804F1
QR1379,06A019
KB122,680008
LH721,3C65AE
AI214,800579
SM454,0100E5
QF97,7C5325
EY681,896241
QR273,06A139
SC8796,780295
TV9803,780900
TK707,4BA92C
EK527,8963E2
SU1636,4249B6
HO1335,78095F
QR33,06A0A5
TK2674,4BAB30
FD3030,880451
QR611,06A1BD
NH181,86EB2E
SU1434,4000FA
MH2806,750210
BL162,888045
SB881,3A2644
MF8281,7805C2
FD3070,88084F
UK786,800C0B
