EK187,89610A
PC1588,4B8E10
FD3237,880851
CZ8689,781098
UL403,7705C2
HU7608,780CB5
OZ3365,71C279
CX475,780ABD
SC8815,78116F
CA1308,7810B8
DD3211,88104F
FM819,780DF8
RL8554,424311
HX216,780A7A
NH325,841344
MF8073,780EAF
JT2621,8A02E8
EY102,896439
ZE642,71C264
AI470,800B30
VN230,8880F7
CA1054,780BB6
BR181,89906E
FD303,880846
MU563,78009D
PC2831,4B8E16
CZ3617,780E09
NH211,8691CC
BX115,71BF22
IB6800,3451CD
MU2787,780789
UT560,42455E
SV1320,7100A9
IT201,899026
TK7121,4BCC4E
FD3242,880C45
6E367,800B75
6E205,800BC0
CZ6377,7803B1
ZF5544,4242CD
FZ147,89637B
QZ154,8A02D2
CA4532,78060A
IB6888,3455C1
FD3204,880448
KN5881,781164
KE897,71BD51
NH212,8691AA
HY3711,507C45
CI752,8991A9
UA196,A43EE8
TK7199,4BCC29
OD164,7502DA
CI165,899045
FZ175,89648B
NH215,86E844
CZ3404,780CB1
NH589,86D1DE
EK161,8963E2
WE333,88530A
AF642,394A12
JL665,862D94
BY237,400757
VJ132,888134
KE880,71C243
KL862,4841AD
AK113,750410
AK139,75027D
OZ522,71BF55
HU7058,780980
S24375,800173
6E179,8007B3
AK881,75002A
CZ6433,79A053
MH2661,750319
MH89,750256
CA1074,780BB9
LX161,4B18FD
JL312,861EDE
HU7208,780512
6E393,800BB5
JL2205,84C236
6E846,503C61
ZH9473,780665
SV1018,710107
KC851,4844A0
CX3273,780A70
NH63,867838
SU1239,424377
BL787,888146
TG668,88002D
CA1383,7805F1
SG185,8001D9
FM9558,780118
ZH9723,780B1F
UA837,A21656
G8173,800C61
FD312,880450
AI102,8004E0
MU2164,7809BD
9W336,8007C3
MI996,76B4EE
CA151,7808AB
CX536,780A4A
9W9715,800AFC
UL129,773644
6E344,8006E1
KQ305,04C148
JL668,8514F8
W5100,7335A3
9C8727,78082C
IR719,732443
TG609,8850B0
NH813,86228C
KE763,71C273
MI482,76CD89
5X64,A7E310
RS521,71C266
3U8325,7806AA
JL92,86D59C
VN1263,888053
CZ644,780C75
VN512,888138
CZ6517,780749
HX69,78920F
6E726,8007CA
SU1443,4243D6
QR8601,06A0DF
9W276,80067D
9C8937,780CE2
TK717,4BB162
W51031,7335C9
MU2250,780D1D
MF865,7809B6
EY229,896241
S7555,424956
AI813,800C43
FM9359,7809B3
9W433,800AFB
A3901,4690F9
CI103,8991B1
SV1682,71008A
CI702,8991B3
CZ6183,780CCD
NH1,869122
MU582,780C00
TG643,885107
PK285,760983
SG124,800407
OZ222,71C284
9W406,8001D0
TG614,885179
KA950,780126
G9151,89638D
LX257,4B187A
CZ8355,780996
UT536,4249DF
CZ620,79803A
5J5055,7582E4
CZ8476,781129
PC2029,4B8750
FD3184,880456
S7545,4242EC
6E178,800C15
VN341,8880AD
QR965,06A0BA
ZE631,71C036
CZ6345,780768
FV5602,424354
KE660,71BD86
PG275,884208
3K534,76AA71
XQ9158,4BCCA9
HU7874,780DD1
KE24,71C042
9W653,800B1A
UT498,4249C2
CX118,780AB9
9C8659,7805E9
W51095,7035D4
JW913,840DD8
NH776,869278
PR1850,7580B2
JL543,851C20
CZ314,7804C9
TG304,8850B1
ER540,7609C4
MF8491,780F9F
FD3211,88044D
G8221,8007B6
NZ99,C82347
SL507,8832B7
BR8,899081
TK2454,4BAA10
CZ3260,780509
JL915,868DDA
NH796,86960C
TK2806,4BAA45
QR8951,06A1EA
TG551,8850AE
TK2216,4BAA47
JL413,86E430
BL656,88814D
FM9187,780116
9W458,800C53
GS7545,780E24
SV37,710119
WY372,70C04A
BR5,8990D9
SV562,710117
QR831,06A136
AK142,750105
UT823,4249C5
CZ3901,780D3E
AI678,8004D5
JL692,851F4E
UK752,800BD1
HU7540,780739
JD5524,7806F6
EY140,8962E5
MU5044,780605
CA4152,7812D0
7G47,842292
HD65,841A6C
EK141,89618D
6J70,86CEE7
NH864,86D9B0
VZ305,885961
AZ809,300065
AK1757,75033B
NL729,7609AA
AY74,461F4E
DD7406,881055
IT304,89902C
6E854,8005DF
TV9881,780F89
KN5926,7811B4
JL3513,850E9C
PC2743,4BB84F
AI509,80047B
MF8101,780D78
BR105,8990CE
TG623,880045
VN1233,88804B
BR165,899055
AC63,C0103E
BR191,899085
FD3130,88044B
CX736,780ABB
FD319,88084A
SU1562,424365
FD651,880453
MU205,79A061
SG831,800AF6
W51016,7335CB
SV265,71018A
ZH9442,7808FD
CZ3466,7800C2
G9181,8963FF
NH464,868688
9C8743,78067F
UA807,A1B5E7
9W763,800B1F
OD184,7502C4
TK2023,4BA9A9
ZH9952,780EB9
PR2522,7583AE
BR798,8990B1
CZ3159,78046C
BA27,4065DE
SG813,800BC9
LQ667,70E05F
XY14,4241EA
VN227,888081
TK7225,4BA8C3
NH376,8638B0
MF8235,780EAE
KL868,4851AD
PG272,88420F
TV9815,78085E
MU5473,7809C1
EK571,896113
6J76,86CF2B
NH224,867FA4
JL32,86D90E
MU2590,780E83
JL435,85186A
NH554,867904
PG241,884203
9C8918,780928
JD5176,780FA4
KE2708,71BD73
HX658,780A5E
UA8,A2A2E3
SC4883,780FF4
IT2258,899029
5J814,7583B7
ZH9209,780437
SG479,8006FC
YK761,601100
SQ878,76CE82
PR502,758335
FD421,88044E
I5789,800B43
CZ6357,79A042
6E823,800C17
CA4102,780525
FD3161,880455
LX189,4B1903
MF888,7800E6
3K762,76AA6D
AI126,8004DF
DL167,A0F815
VJ702,888096
6E5268,800626
DY7206,47C8DA
BC713,8681AB
5J659,7583A5
TG649,885045
AA281,AB5257
MU2176,78066D
IR658,7324A6
MM455,86D295
JL3,868012
SC4975,780892
IX443,80044E
W5112,7335D8
FD1100,880847
EK408,89611D
CA739,780F1D
VN611,8880A5
NH11,867FE8
MI771,76CC45
BR107,89904E
PN6333,780BA7
4W8310,A4D974
MU5836,780E84
MU2870,79A074
NH982,845D88
IX345,8003F0
JL508,86EF6B
BC173,86803E
SV1471,710118
CZ6949,780296
CZ388,7809E8
6E642,800B3F
IT237,899023
6E782,8007E1
KE8287,71C075
JL9,86831E
9W735,800506
MS901,0101BA
ZH9842,780476
TK310,4BAA03
JL610,8515C4
MU9646,780C50
SU1284,424345
GJ8869,781131
CZ3537,780ED0
AI440,80058A
OZ157,71C018
9W414,8007F2
6E827,80051A
UO870,780AB2
RJ705,740729
CZ8327,7800FE
LH1787,3C674D
FD3399,880853
JL609,862D50
CA1393,78103D
EY239,896429
Z2354,758502
TK793,4BAA8F
UK946,800B24
IT372,89902A
3U8765,78112A
9C8774,78061F
3U8541,7811E2
FZ717,8963AE
ST4915,3C4982
NH7,867F60
OZ1075,71BF93
TK2630,4BA904
WE688,88530F
7C1902,71BF80
UK963,800B23
UL708,773645
HO1648,780615
CZ352,780AF4
VN631,8880C5
KE698,71BF27
MU5793,78069E
AF102,3949EC
KE724,71BF83
Z27111,7581A1
JL737,86D974
9W9816,8001D2
AI671,800521
DL181,A16883
JL2184,84BB74
JL2006,8511CA
TK7059,4BCC52
CZ602,7809DF
CA9806,798031
CZ6099,78074C
NH926,84B750
JL628,86222E
KE93,71C011
CX163,780A2C
KE37,71C006
FD557,880459
E5314,01013B
LO152,48ADA0
ZH9502,780617
JL567,851C64
PR831,7583ED
MM177,86D2FB
TW246,71C047
PR454,7582F8
DD7104,881051
MU5108,78108D
CA1832,781009
CA1986,7808A7
CZ6255,780248
JL2084,8686B2
HU7742,780DCE
EK415,896185
JL374,850E58
TR101,76BCC2
ZH9623,780447
EK15,8960F4
IT2669,899025
6E6361,80064C
AT275,020065
HU6291,7804A0
6E464,8007CD
OZ201,71BE25
NH252,86D310
JH211,841AE0
SQ31,76CDA9
JL904,86EF69
UA32,A31A50
3U8857,780CEC
TK2220,4BAA61
CX110,780A0D
CN7170,780687
MU5728,780CD8
JL860,862CC8
JL2871,84BACA
CZ353,7802AD
CA1428,780F1C
NL764,76098E
CZ6361,780431
TW277,71C237
MU5338,7808E8
GF561,894077
KE716,71BD99
UT438,42425F
OQ2394,78050A
MI751,76B4E7
WY3331,70C09A
BR282,89904A
VN1264,8880ED
UO1012,780AC1
HU7623,7812E6
NH175,867F82
PC2797,4BB849
6E345,800B38
KE2,71BD87
WE270,885311
NH8501,86D9AE
9H8366,7802B5
J29103,600841
GK413,8474F0
SG272,80070F
HU746,780D63
EK600,8960D1
ZE832,71C022
PC2139,4BB84C
PC2080,4B8432
GK350,841400
MH358,750201
PC8390,4B8E13
6E366,800628
JL2504,851848
CZ3061,79A06D
G8381,800C06
EK957,896219
MH787,75021B
UA7,AA6B9F
CZ6311,781096
SJ1184,8A05EB
PC2061,4B8E01
RY8939,78061D
CX879,780A97
6J35,86CEC5
MU5825,780E81
Y97136,742835
SB801,3A1E43
BC517,86803A
MH2609,75021F
WE281,88530B
KA803,780A81
AK1207,750286
CA992,78076D
LH8386,3C70C2
TK7411,4BCC4A
NH555,86DC90
QR8425,06A2C9
SU1129,42432D
AK36,750109
CI157,8991AB
AK8742,7503BE
7L633,4243C4
QR7,06A2B1
NH656,8464B0
TK337,4BAA88
UA872,A219EA
EK855,89611E
9W472,8001CB
6E398,800465
MU9738,780906
HU7275,78110B
SV365,710122
OZ304,71BF89
JT2619,8A03F7
3U8913,780E50
BA8,406B0A
5J568,758323
HO1255,780F6B
EK159,8963D4
NH173,869144
PC786,4B8435
3U8873,780310
OZ359,71BD16
NH453,868EE4
PR101,75830B
DR6557,780FA2
AC9,C058AA
SG922,4BD155
JD5364,7802DC
NL722,7609AB
OQ2317,780B8A
CZ3495,7808C5
FD762,88085A
J29019,424382
MF8263,7807A2
TK145,4BAA7A
G8802,800C34
AQ1039,780D02
G8141,80051E
NH678,863C44
HU448,780E2E
SC1157,780366
TG202,887801
JL941,861B8E
I51721,800B8C
SG972,8007EF
UL189,77044C
W5106,7335A4
NH90,86E48D
Y87508,78121F
Y87537,781092
CZ6504,78111F
CA1312,78009B
VJ783,888040
HY639,507C3F
BC590,8681B2
AI143,800B63
WY346,70C0E1
3U8953,781077
A3929,4690F4
NH1750,861FA4
TG561,88001C
QS1287,49D38C
EK35,89631B
6E196,8005F6
Y97055,73306B
9C8644,780304
8L821,78101A
6E389,800467
AM91,AD6B0E
SV1484,710081
SG422,800BCC
5J721,758226
GS6574,780C6F
AI460,80057A
JT810,8A05B3
NH232,86CF16
TR157,76BD43
AI922,800C44
T5531,601832
JT82,8A0577
TK813,4BAA81
HY333,507C4C
9W759,800486
HD23,840593
5J553,758325
TK7270,4BCEB5
AF1121,3991E7
MU5152,7800F1
MH2807,75020D
CZ3121,79A070
PR2814,7583FA
TK771,4BAA8D
JL717,86D9DA
IJ1031,840587
AK1723,750333
HU7830,780E2D
HU7709,7806B4
MU7160,780CAB
CA412,7805F3
SN3294,44CDC8
KC972,484354
TG618,880044
CZ3688,780E41
HX618,780A31
I5541,800BEA
QF79,7C5322
IX321,80044A
AI604,8003E5
NH253,867816
PC6571,4B8E0B
FM833,780D2E
ZH9383,780787
Q2550,05A054
CX134,780AAA
CA4107,78028B
CX36,780A1C
QR305,06A08D
ZE913,71C052
VN404,888061
6E139,8007B2
FD516,88084D
NH576,86D8FC
QR8661,06A192
VN592,8880C0
PO7680,ABC201
KA227,780A7C
ZH9643,780473
QR231,06A027
TK7260,4BCC56
CA1313,7809A9
6E744,800686
CA935,7807CE
NH505,850DAF
I51568,800C57
EY912,896356
AK127,75043F
DL199,A0F7E2
NH696,86E0F7
MU5178,780FEE
UL892,7705C4
Z2241,7581F7
JW873,842350
SV1913,710088
CZ3097,780BD9
SV1020,7100C8
6E486,800C11
W5110,7335A2
MF8362,780EAA
KC1397,484360
JL646,862DB6
6E186,8004B4
HX253,780AC7
9W973,800B1D
SV1907,710126
9W542,80046B
J2807,600803
AC25,C02EE7
HO1121,780CC3
BC13,8681AE
NH62,86754E
SV826,7100B3
SG21,800614
CZ3524,780F15
NH783,85C5DC
SU1479,424350
AA175,AAB202
VZ940,885962
7C1602,71C297
NH853,86CED2
XQ9192,4BCDE6
PC2280,4BB845
9W839,8000FD
3U8882,7811E5
OZ349,71C060
LY611,73806C
8M336,704458
XY81,42414D
KE82,71BE19
JH6802,84174C
XY122,424189
UA180,AA92FC
ZH9633,7809D9
CZ3116,780708
SU5628,400160
JL515,86EF01
QR221,06A090
PG932,88420A
DL27,ABCF23
TK97,4BA93A
RL8566,4242EF
MF8290,780EAC
GS7525,780B32
9W397,800BBC
CX2049,780A6E
UK970,800C0B
ZH9424,7809D8
7J4911,0D0573
EK27,896318
QR920,06A075
MU2283,780C4D
UO601,789207
G9145,8963BD
OD817,7503DE
FX5065,ACB89B
RJ723,740737
MU5204,7802A4
AC7,C01A7D
AK882,7502CA
EK39,896484
CZ6023,780D53
UO619,789205
MU5289,780FF8
EK805,896192
FX5311,A03423
TG319,885157
EK9884,89616B
DL295,A9729E
IR721,732541
8L9706,780567
NH171,86CEF4
SC8726,780E5A
XQ9738,4BCDE8
CI161,899021
WY905,70C0CA
MI484,76CD8D
CX906,780AAC
HO1112,781057
SC4847,7806C6
EK967,896308
EK17,8960EC
HM261,07403E
CA4162,780C9C
HU7297,7812EA
AE283,8990F7
FZ918,8964CF
NH177,86DA38
IB3321,3420CE
G9337,89634A
RJ645,74072E
LY337,738054
TG628,880046
HO1223,7811D7
JQ11,7C6BBB
TG321,8850AF
DL159,A63DFF
9C8898,780927
NH1101,840C1C
JL11,86DA1E
WY236,70C0CB
KE94,71C275
6E965,80054C
NH646,8464D2
JL649,861B06
Z92005,683221
UT507,4240EB
WE132,88530E
CZ3204,780DAD
2G9788,14F112
8Q47,4BBDCA
MF8027,78042D
NH2154,868B50
SC4839,780AE8
AI806,800441
KA946,78012E
TU6006,02A193
E3816,8838EB
FD5420,880852
FD636,880441
AY86,461F4B
TK2826,4BA903
MH2743,750229
IX685,800395
TR979,76D034
GS6531,7810B2
SM456,0100E7
CA4014,7800DE
QR571,06A0AF
MF849,7810A3
9W407,8076C4
TK2043,4BA96F
TG664,885171
NH746,86DDF0
DZ6299,780315
XY402,4241EB
BC505,868041
VJ941,88811B
CZ6979,780C38
CX885,780204
CA1557,780873
HX9071,780A1E
MF8378,780662
MU2050,7804B7
CZ6662,7809E9
KE2852,71BF66
6E801,800BDF
RS764,71BA12
EY287,896346
ZH9903,780BEC
WY282,70C0C8
AA181,AB10CB
OZ339,71BD15
CI904,8991A0
AF267,3949EE
MI361,76CD91
JL631,86EF84
BX338,71C066
OZ602,71BE34
6E443,800B3A
BC714,8681B3
QR259,06A061
PS716,508390
JL258,851CCA
BL211,888147
KE38,71C274
AK5113,750149
KA640,780183
VJ767,8880CC
6E297,800C73
G8272,8007F7
VN530,88812D
NH2144,850E15
6E5126,800625
PC2730,4B8530
BR131,8990E2
QR203,06A0B9
FD3104,880856
JH205,8413B8
NH848,86EEE4
MM726,86CF01
CZ3702,780FC6
FD403,88084C
MU2011,780BAC
KY8254,780E92
SU1858,4249B6
BC765,86803B
QF127,7C5325
QR812,06A0FB
UB20,7041C3
FD3602,88084F
SU1369,424356
LH715,3C6701
QR233,06A02F
EK409,896209
BL788,88803B
FZ847,8962BF
TK879,4BB1E6
OZ151,71C004
SC1170,780FF3
MF8402,7806ED
SV566,710116
FM9505,780D55
SU1602,424346
IT207,89902D
HO1246,780309
AE262,8990F6
CZ6655,780BA5
CA4329,780068
PS778,5081FB
JL319,84013F
EK191,89620B
NX610,780343
WE131,885301
LY319,73806E
UA896,A1EDE9
ID6897,8A0337
VN1184,88808B
CZ3198,78091C
JL314,868DFC
CA140,7800C8
TK7470,4BCC2A
SQ997,76CE61
MU226,78071E
6E165,800B59
NH679,86E184
VJ629,888128
ME215,748026
SU6102,4248E4
SL8031,883028
EK425,896175
GX8959,7805C1
AY42,461F50
TK783,4BAA5A
LY563,738050
QR615,06A02B
DL38,ABB3BE
CX831,780A14
CZ3793,780379
UO707,789206
JD5740,7800D5
FD358,880451
JL2235,84BB30
CI731,89904B
BG40,70204B
QR295,06A09E
AA125,A9AB07
MI347,76B4E2
GA866,8A02D6
TK2453,4BAAD4
NH1208,86D986
I51826,800B40
CA1877,78031E
J9164,70620C
CA130,780698
KC135,48449F
PR301,758339
PC2411,4BB848
XQ7780,4BCCAD
JH325,841E74
RJ623,740738
XQ9006,4BCCB5
JW103,840A44
HY52,507C40
KU412,70605A
6J75,86CF4D
6E181,800B3E
HU7279,780E98
CZ6688,780C7A
MU545,7807D5
OZ501,71BF75
QD930,70E057
CZ3103,780F78
EY215,89633A
PR654,758308
7G13,841442
JD5178,780EC7
JD5531,780EC5
KE18,71BE11
I51576,800BE9
NZ97,C8243A
CZ3415,78007C
U6525,42429E
XY5,424156
HU7768,7805D3
TK737,4BA995
SL533,8832A9
7C5102,71C260
FM9304,7803E6
XJ606,886284
NH183,86EF06
DL296,A173A8
BA168,406A34
6J90,86CF91
NH8508,861AE1
FM9538,780D93
CA1253,7812E0
7G46,84C43E
GK506,8466A0
PR721,7584FA
VN661,888090
QR959,06A0AA
KC334,484490
SG57,4BD153
AK538,750466
OZ231,71BF56
BL593,88803C
SV21,71010F
NH65,86D2AA
TK707,4BA92C
JL906,868690
QR840,06A072
QR629,06A1BD
QW9838,7802B3
B8137,7807A7
MU5699,78132E
CZ3102,780B14
ZA425,70E058
AK5206,750452
KE826,71BF28
SU1642,424300
TK7422,4BA8E2
RJ613,740735
NS3264,7808D4
VN232,88809E
MU2206,7804B9
A67127,780423
KK1221,4B9696
TG204,880016
CA4124,780D37
BC764,8681B0
TK7292,4BCC50
PC2709,4BB847
HU7718,780586
NH2158,861B42
SV1108,710139
6E236,800519
EK751,89618F
TK6524,4BA88F
BY419,4067F8
AC17,C058BF
TR563,76D248
HU7816,7800E1
SU271,424574
EK109,896217
Z238,75847A
SV703,710053
5J793,7580C6
LY385,738055
CA195,780639
NU54,8414A9
GS7978,7810C7
MU552,780F3A
Y87497,78053B
BK2949,780D58
VZ401,885963
NH217,86E778
EK387,8960DC
MH751,750204
FZ157,8962B6
NH566,861BEC
3U8583,780735
9C8928,78067D
OD1007,750402
AF1320,3991E6
CA1381,780761
SV1325,71008C
CZ3514,78009E
VS251,406E10
SC1187,781170
NH1263,8687BC
QR243,06A095
MU5762,7812F4
JL587,86EF8B
QR293,06A087
SV1654,71011F
EK787,89620D
JL510,86EF88
GF153,89402A
NS3299,781036
MH755,750221
6E375,800C37
8M337,704946
G9125,896434
AI639,800411
XQ9084,4BCDDA
MU521,780B7A
KK131,4BCDD4
QR427,06A028
J4636,60009D
FZ263,89632F
U8140,4C806D
