AK131,750441
MH2611,7502B2
TK7140,4BCC45
AK5107,7501E6
ME426,748026
FZ662,8962BE
WY223,70C0A8
MU5112,7808EA
VJ187,4B9919
FZ334,896468
SG657,800BCE
TK7004,4BCC4A
9W268,800B95
FZ658,8962B5
CA1430,780450
UK995,800B6F
NX198,780368
UL178,773644
HU6129,781063
KA634,78017F
MU2655,780CAC
AK562,7501FC
BY53,406B12
TK2648,4BAAAB
MU5830,780650
SQ997,76CE91
CX146,7801CA
WY823,70C0C5
VJ852,888134
9C8912,781086
JL7,86E4B8
IK403,42424B
HX722,780A99
FM9310,780CAA
TG416,880019
FD3217,880C47
AI317,800735
TK2674,4BAA0C
AI679,8004FD
CZ6424,780C36
W51014,7335CB
MF8472,780F1F
ZH9175,780C69
6E6966,503C73
ZH9693,781007
KY8215,7808B4
RS521,71C281
FZ432,896330
ZH9405,780FD1
MF8033,780EAF
MH704,7502B1
3U8948,780CEA
EK505,8963D7
KN5216,781237
MU787,7807D6
GK508,847C18
G9540,896337
VJ891,8880B0
PR658,75833A
F3141,710128
TR563,76D036
VN1577,888054
MU502,780B7E
ZH9211,7806AE
LY2365,738069
I51453,800BE9
PC2001,4BB846
ZH9622,7812E7
CZ3193,7805FE
CA4178,7802D4
SL825,8832B1
MU5248,78078C
PN6248,780726
TK353,4BA916
5X108,A40E1C
LJ246,71C013
TK2246,4BAA49
PG224,884213
5J966,758329
KE771,71BF05
9W358,80040C
CA8285,7810F9
S24057,80016E
EY97,8962E3
WY373,70C0C2
CZ324,7805FC
CA4364,780760
KE882,71BD85
9C8895,780F04
GA800,8A003B
YK883,6010D1
SU5685,4000F9
DR6541,7810CC
NH1694,863188
ZH9280,780B8C
MS842,010091
MF8408,780EAC
ER501,7609C1
BL583,8880C3
SG867,800BDC
MU2338,7804B1
CA887,780FDA
3U8850,7804D9
CX690,780ABC
CA4198,780831
EK45,8963F1
EK77,896477
EK433,896316
CI2131,8991BA
9C8961,7811B1
HO1032,7804E6
CI792,8991B8
EK129,896168
ZH9747,780D68
EY622,896398
ZH9155,781284
HD128,841E00
EY430,89612C
KE907,71C218
JL793,8674AC
UB2,7041C4
DL159,A64CDB
SC4098,780B08
JL2185,84B7BE
TK7082,4BCC66
SU1563,424366
CZ6742,78099B
QR1379,06A02C
CZ3214,7808C0
MU2212,780302
KE622,71BD33
QR167,06A0BB
MF8308,780D77
BA38,406F7A
TR301,76D248
EK511,8963DC
MF8041,780EAD
AK5130,750109
9W594,800554
FM9115,780C17
JD5520,7804D4
UT433,4249C2
BS213,702075
S7273,424418
WY343,70C0DF
ZH9735,781006
N4740,424383
CX831,780202
AK1521,75022B
3U8438,7803E5
8L9790,78101A
DL599,A17B16
6W800,424578
KE32,71C208
PC780,4B8E09
DR6559,7810CD
WY203,70C0CC
IT371,89902C
6E329,80068B
TR306,76D034
HU7202,781059
HU7955,7809DB
A4203,155BCC
HO1083,78095F
6E687,800BB4
DP108,4243EC
MH2575,750202
MU2007,7802A3
SC4085,780367
KE866,71BD74
EY653,8964BE
CZ3039,7805AE
3U8181,780B68
WY231,70C09A
FV5884,4CA8C3
UA857,A09FC4
CZ6629,780D0E
TK457,4BA9E6
UK725,800B26
CI153,8991A1
JQ15,7C6BC1
WY3376,70C0AF
HU7704,780FF1
O36946,780F71
CZ6309,780767
VJ453,8880CC
ZA471,70E03C
GS7917,780D31
PR832,7583E2
G8220,800701
NH171,86CEF4
AK839,7500E4
ZH9633,780F75
NS3240,78116B
FU6602,781175
PC3011,4BA745
BA152,4007F7
W67689,471F81
HD106,846978
CZ3106,7802AA
HU6122,780B19
9W2423,8001CA
GF275,894075
HU6228,7812EC
6E287,800519
HU7368,780E2F
MU5154,78119A
HU7806,781002
EK97,896182
MI392,76CD92
VY7845,3444CC
SU5613,4243E5
G9530,8963FF
VN610,88808E
CA144,780E21
QR673,06A0F9
WY903,70C0C9
WY815,70C0CD
CZ6162,7802DF
VJ701,8880B6
XY263,424174
TR607,76D258
MU2297,79A020
TG621,880018
CZ3120,79A070
F3103,710129
MU271,7804B4
UO1646,780AB3
FD313,880452
TK7046,4BCC2A
TK7620,4BA8C8
VJ885,8880F3
JL804,8511A8
TK7236,4BCC28
VJ5320,888125
CZ8395,780AEF
OZ114,71BF46
AK884,750451
CZ6402,7807C5
G8706,800BF3
KU165,70604D
WE161,885312
KE901,71BE27
RJ508,740730
TK7600,4BA8D9
XY249,424793
CA862,7804BA
AE1858,899046
ET8804,04000B
JL694,84C27A
S71147,424048
3K582,76AA75
MF8421,7802E8
ZO4109,736836
9W907,800660
NP109,0101A7
QR145,06A043
UT597,4242AF
ME201,748051
EY83,89613E
I51472,800C45
CZ6086,7804C4
QR832,06A044
MU7362,781236
TK7128,4BA8E2
6J58,86CF2B
FD1101,880847
MU741,780E80
KA350,780124
AK5323,750148
PC2120,4B86D0
SQ177,76CE95
CI198,8990B0
6E6409,800B37
MU733,780BAC
WY215,70C0A2
D7379,7503AA
CZ6588,780996
EK93,896120
CI221,8991B4
G8505,800C69
WY843,70C0A6
HX254,780AB0
MF8692,780016
GK304,84106C
SV1294,71040B
AI409,800544
CZ8623,78059B
3U8884,780C2F
5X168,A3B1A0
SC4845,780F69
3U8783,78080B
CA1370,780010
EK127,896476
6E429,80068E
6J16,86D1F3
CA1303,78059F
9C8745,780CE2
NH592,86D310
MU2962,7804B5
EY462,89648A
KA946,780A7E
EK205,89618C
SG480,800BDE
G8448,8007D0
SQ974,76CE69
9W2264,8007C4
CZ3940,7802A8
BR6,8990D8
UB7001,7041C1
JL3537,84BACA
CZ3282,78074C
NH290,867592
UL130,7705C5
G9260,896485
FZ901,8963B9
ZH9132,780788
KE766,71BC61
W5110,7335B2
NH829,86D5B6
EU2279,7808D7
CZ3603,780C3D
QR149,06A079
BA168,406B05
RQ7,700029
CA1810,7805A0
FD397,880853
SV784,71004C
9C8954,7810D5
DV713,503C5B
JD5626,7804D5
VJ905,888127
DL89,A97655
CX564,780A4A
9W474,800B1D
NH8513,861B69
DP111,4245A4
MU2171,780668
ZE932,71C269
OZ365,71C059
W63257,471F4F
JL61,867FCE
HU7281,7812A1
QB1254,731A26
6E6695,800601
AI809,800441
EY41,8961A2
QR159,06A0BC
EU2742,781022
NX237,780342
CA952,780E1F
SG842,800638
AC17,C058C2
EK304,8963F6
9W711,80065D
PC2380,4B9068
KC288,48448D
HU7157,780461
G8424,8004D0
S24056,80016D
KA325,780A4C
FT934,0101CB
BR212,8990E2
UL160,770452
EK261,896480
Y7515,4249D9
BA10,4007F1
9W9706,800B1A
JT811,8A03F8
SV1547,71007D
TK7126,4BA8CA
OM302,682211
OZ712,71BC18
EK208,8960FB
DL277,A173A8
5J888,758225
CZ3732,780264
QR8624,06A190
NH306,86E184
QR665,06A138
CA1517,7809A4
PG924,884208
KE937,71C212
FZ611,896333
KE551,71BE29
9W24,80065F
CZ8519,7BF004
NH1864,86D986
SQ866,76CEE1
NH852,86CE8E
MU5266,780659
KC131,4850A7
JL828,86E75E
MM315,86CE79
CI782,89901C
NH1713,86D6C8
UQ2508,781040
ME213,748016
EK388,8963E3
OV115,70C0F3
SU1434,155C0A
NH1264,85D7C0
NH904,8621E2
S73069,424410
KQ210,04C149
UO674,780A72
QR456,06A09E
EK139,8963EE
6E176,8007CC
AI651,80058A
BA162,4007EC
CZ8739,78051F
HU7212,78105B
6E433,800BF5
CA102,7807CC
HX246,780A47
UA198,A31A50
KA865,780184
DL296,A0D5AA
6E327,800B92
VN1552,88804E
EY7,896299
AK540,75015A
NH378,869278
SV1568,710071
KU171,70605E
SU1272,424261
KY8284,78106A
PC2731,4BB848
NH1174,85DB54
CZ6212,7807C2
TK7070,4BCDD9
HU6124,780841
PC2552,4B8E1A
BR218,899050
6E487,800C7B
AI78,800011
DR5307,780D4C
9W266,800706
SL101,88328B
BC774,86803B
QU4435,3C1C72
GF941,89406D
AI766,80051F
OZ202,71BE25
SU209,424403
ER521,7609C4
SV1110,7100B3
PR359,758369
J28075,600852
MF873,7804F1
G8287,800B18
EK793,896179
CI131,8991A0
SG562,800614
NH626,8678C0
IJ702,841043
VJ779,888141
NH69,8675B4
GA881,8A0451
MU7033,780534
SV596,7100B2
W68045,471F6C
HU7565,780BE1
9W2842,800174
ZH9077,780568
DP103,42436C
9C8579,780EDD
SU6315,4242A6
QR634,06A019
IX192,800B9D
CZ382,78114B
MH742,750245
CZ6100,78088C
FZ820,8962C1
UA180,AA92FA
CA879,7810B8
IX351,8003B1
ZH9799,7811AA
CI101,89901F
CZ3510,7BB0DA
AK205,7503B1
TV9821,780F89
CA1368,780BF8
CX712,780192
QR8602,06A1A5
OZ384,71BC13
AC5,C010A8
3U8864,780E53
SV1794,710083
OZ732,71C258
XY261,42415A
SU1546,42434B
EK372,896478
CA1471,780ACC
BR266,899071
MU2856,780850
CZ344,780BDA
6E148,800466
OZ348,71C004
CI679,8991AD
NH580,85CD04
SU5629,400160
ZH9034,780E0D
N4722,4243BD
QR646,06A087
G8304,800BF8
FX5042,A7FE1C
AI156,800579
CA1896,7804BB
OZ713,71BD15
UO638,789205
PC2521,4BB84C
IX373,800B9E
UO1013,780AC1
NH181,86E888
WZ701,42435D
CZ6330,780769
PG247,884205
ZH9948,78004F
TG610,885153
KE925,71C211
TK707,4BA92D
SQ637,76CEF3
PC2490,4B8C6A
6E5448,800689
JL82,8675BC
PK317,7608EA
CA402,78027C
IA161,728668
KQ116,04C159
MU509,7808EB
AI626,800400
PR319,7582F9
HU489,780818
JL791,867578
EK392,896305
WY245,70C0DE
WY605,70C0F0
S73315,4242DD
KN5210,7BB0B7
FD541,880454
TK2221,4BAA65
CA1781,7806E0
QR960,06A04B
QR95,06A0AB
QZ155,8A02CB
CA186,7803AE
QR627,06A023
KE951,71BD98
KC127,484356
HO1262,780BE7
BR868,899053
9W546,800B1C
FD583,880841
9W307,8000FD
SG171,800700
HU7192,7BE013
VJ809,8880AF
TR992,76D03A
EY345,896325
JH9805,845B9C
6J69,86CEC5
JD5232,780FA4
HD26,840593
QR1359,06A0B3
FZ727,896332
HX9489,780A1E
DD7505,88105A
JL519,868DB8
GF562,894061
GF150,89402A
MU2092,7803EE
ZH9095,780BEF
PN6203,780E86
MM216,86CE9B
IA205,728641
WY689,70C0CE
BR729,8990B4
EK707,896212
TK7090,4BA8DA
J2252,60084E
JW914,8463B5
FM9193,78057B
KU691,70602B
FZ633,8963B0
TK7271,4BCC50
J211,4242F4
EY264,8963AB
LJ78,71BF33
TW126,71C220
TR604,76D244
DD3111,881052
EK652,89620B
SV271,71040D
SQ175,76CEC9
CZ6322,7802C1
6E453,800B3A
QR313,06A08D
9C8857,780CE0
PC1912,4B8E12
CA939,7811A4
G9955,89642E
ZE651,71C264
MU581,7808E6
CZ6712,780D3E
5J858,7582B4
PR482,75839F
SC8805,780FF5
EY535,89643D
PR897,758404
SU1940,424329
UA862,A1CB0F
CX162,780A2B
BC716,868038
QR1335,06A0BD
QS1223,49D368
UQ2513,780E7C
JW104,845CE4
AI772,8004BD
QR816,06A106
ME211,748029
WY261,70C054
QR944,06A0FD
CZ3616,781149
8M232,704458
SL709,88328F
VN238,8880E1
BG84,702067
CA1322,7BF014
OD225,75041D
9W450,80065E
NH920,86D244
KN2302,780640
AI825,800B44
TK7520,4BA8D4
PC2814,4B9063
MU2295,780B3B
6E913,800C1F
PR425,7583ED
ZH9404,78029D
G8174,800B0B
BC590,8681B7
EY450,896407
CZ8550,7800FE
VN780,88812A
XQ9294,4BCDCF
CZ3905,7808AF
6E892,800BC4
CZ8277,780863
SQ851,76CE96
EY77,896488
DL39,ABBB2C
UA850,A1EA32
AK5748,75045A
BA256,4007F6
QR619,06A153
5J581,7580C5
9W820,8005A1
UA895,AAA125
Z258,75847B
9C8938,780552
IX473,80044E
AI417,800B30
LJ642,71BF43
TK811,4BAA8C
NL766,7609CC
KE480,71C217
PR112,7580D6
OZ501,71BF39
SV788,71005F
N4123,424424
PC3021,4BA749
EK380,89618E
JL3515,851F4E
5J391,758109
AK101,750410
BX794,71C099
MF854,780CDE
EK424,89617A
SL8014,883291
6E866,8007CA
UK847,800B25
PC2370,4B842F
SU502,42457E
VN942,888093
5P5774,3C097B
QR175,06A0B7
KE643,71BD32
EK418,8960EE
ET921,04012A
N4229,424240
LJ22,71C017
KE735,71BD26
MH753,75021E
S71125,4240CD
VJ213,8880B7
G8286,800BFD
9W316,800AFA
ZO4003,73682C
PK785,7608EB
ZH9511,780570
BC773,8681B0
QR674,06A041
AK136,750111
HU7563,78110C
QR8405,06A081
SC4733,7806EA
TK7202,4BA8C3
KU791,706006
Z2236,75847A
ZH9055,7802BF
CA632,780299
ZA473,70E054
PC2790,4B8E16
CA4159,798037
XQ7112,4BCEB5
PA671,761487
WY283,70C0E0
QR653,06A04E
CN7215,780687
TK7261,4BA8D0
LJ114,71BD56
HU7751,7806E2
FD320,880459
QR1323,06A04A
S7568,42455B
KE820,71BF10
XY6,424187
MF8077,780F20
CA959,78029A
A9930,51408C
CZ6367,79A045
KA732,780A81
MH2711,750200
6E1203,800626
BA122,40058B
CZ309,78008A
HA441,A46368
MU2302,7809BD
CZ3102,78070A
CZ3285,780378
KN5828,780F53
TK2455,4BAA85
U39864,424323
CA1336,78048F
U6889,42453A
FD752,880849
QR928,06A19D
G8807,800C05
GS7890,781143
EK334,8960D7
AI346,800740
BA108,4007FB
NA11,0101B3
MU9717,780871
BA156,4006AE
FZ54,896379
NX16,780340
CA4141,780426
RQ15,700022
SG231,800B80
CA4108,78103C
MU5420,780D21
GS6558,780EF5
AC29,C023BB
AK649,750288
SU2402,400152
EK404,8963E8
GK115,841400
SL807,88328C
MS917,0100DB
EK506,89620C
5P5672,489C03
QR641,06A13A
6E56,8007DE
J221,600850
CA1851,780FE2
TK7400,4BA8CB
GK510,84B5AC
6J26,86CEE7
CZ6975,781309
3K601,76AA73
3U8007,7810D3
PC8391,4B8E42
FZ757,896334
3U8085,78068B
CZ8426,79A030
SV1025,71004E
BA148,40601F
VN1237,88812C
QW9807,780D15
LY2521,738058
AK5194,750453
NX128,780344
3U8939,79803F
CA105,780D86
PO962,A5823E
NX136,78041C
MU235,781104
OZ221,71C284
KC978,4844A5
NH946,847434
SV259,7100BE
9W607,8007C0
ME265,748018
CZ6369,7802A6
PR210,758337
G9182,896383
GT1083,78119F
SU6131,4242E9
XQ9193,4BCCA5
PK350,760993
EY213,896386
OS58,440081
CZ6714,780F11
JH8574,845F30
QR193,06A0FA
MU9627,7803E8
EK706,89617C
QR1353,06A028
CZ6581,780520
BL661,8880C4
CZ6545,780627
TV9888,7806D9
KY8326,780FBA
SG277,800AF7
FV5616,4243BF
G9368,896413
QB2202,734C33
GF13,89406E
JD5190,780D38
CZ3989,79A00B
MU9731,780CD6
HU7551,7804FA
VJ5486,888126
NH1157,86D906
BL792,888147
CI552,8991B9
SV1526,7100AB
CA986,780CB6
HY689,400188
KA877,7801C6
MU539,780301
6E3512,80071C
JL723,86E780
CX360,78012B
6E957,800BE0
CZ3525,780C74
8L832,781051
EK751,89639D
MH765,7503AC
MU5134,780D9B
JT2619,8A03F7
MU231,78122F
IT202,899029
KA813,78012E
OZ174,71C278
MU2005,7804F5
EK215,8963E4
TK2631,4BA901
W64427,471F6D
ME310,748020
TW668,71C237
NH928,861F5E
JL564,862D94
MF814,781093
EY632,8961E9
KC641,484339
6E559,8007E0
SV3617,4BBC65
AI174,8004DC
MI971,76B4F1
9C8855,7812C3
G52825,780E6D
HU7260,7800DA
AK5140,750467
MU5114,781335
9W979,8076C4
TK2217,4BAAA7
LH705,3C6568
MH2616,75031A
PK303,760917
AI75,80057C
RS704,71C266
HU7080,781060
CZ3152,7802D5
KA725,780A5A
5N709,424094
AK1722,750333
BR392,899081
MI921,76CD8C
DL297,AB313C
W64261,471F87
PC2081,4BB842
MU503,78108C
FV5701,4242D8
GO347,8007B6
5J805,758433
FV5678,42431E
SQ975,76CE4C
VJ826,8880CD
TG413,88001D
6E3645,80068D
CA4301,78103A
UK816,800B70
LH729,3C65A5
FM818,780957
ZH9232,780667
EU2292,7810EE
9W727,8001D2
6E52,800B11
EY604,896160
VN1270,888024
MU2585,780791
KL882,485342
IT214,899027
AI657,80057A
CZ3109,78114A
PC2420,4B9061
JL749,86E4FC
CK287,78029E
AI695,80052E
EY290,89637C
WE272,885308
9W9817,800707
CZ664,780ED0
QR301,06A061
HY615,507C40
BR802,8990D5
NH766,86D96C
K6669,70E049
CK222,78062F
CA988,780AE6
EK375,89647A
SQ877,76CE63
SU1758,4248F4
CZ6851,7809B2
BC306,868043
SQ184,76CE62
MI913,76B4E9
HU7246,780550
OZ722,71C282
E3834,8838ED
AI738,800BD4
CZ3153,780486
TR904,76D243
CA930,780C45
6E752,800465
8Y708,75847D
CI835,8991AC
AY122,461F0E
GF971,89405A
AZ785,4CA1E1
FD377,88084C
MM106,86D2D9
CZ3600,78068A
JL318,861AE4
9W460,80046B
KK61,4B84E7
FD1040,880446
FE116,89906C
NH1102,840C1C
BR398,89904C
MU215,7803BF
AH4607,0A0046
CA176,780783
AK135,750440
NH978,84B794
JL912,8515A2
CA4243,7809A3
GF911,89405C
TW284,71C300
ZH9605,780446
XW880,886044
4B9657,14FA33
MF8113,780E45
N4245,424271
CZ379,780628
MH183,750204
AK1791,750287
PK740,760982
WY851,70C0A4
PR684,75830B
SV1501,71008D
KY8260,780FB9
FZ584,89646C
QF23,7C5321
QR852,06A031
TG207,8850B5
UA869,A21656
AI429,8003C1
6E6488,80051A
MU716,780D22
JD5192,780D7D
KE627,71C250
SU6891,4248E7
7L217,424407
AI611,80053E
RJ610,740731
NH980,861E70
OZ521,71C079
AA27,AB5257
KB120,680008
VZ134,885964
CX391,780237
FD763,880C46
OZ728,71C078
QR8952,06A192
CI839,899042
FD401,880C41
UA143,A2CA64
HU7807,780DC1
CA926,7808C8
AL720,0101C2
FD245,880448
CZ3516,78109B
HU7705,780D14
GK307,84630C
6E311,800686
SV1435,710080
HU7077,780C48
FD3025,880449
UA858,A1F557
TR997,76D24B
6E6323,800719
HO1178,78124E
PC2816,4B8670
CZ3162,78036E
CZ6883,78130B
BX114,71BF31
MU2773,7812B5
7C2102,71C088
UA807,A2A300
9W630,8001CB
EK703,89647B
CA438,780356
JU650,4C01E8
PR421,7582F4
7C1601,71BF80
MU2193,7809C1
XQ9007,4BCDE2
VA87,7C752B
LO163,48AE80
AK5105,7501FD
HU7478,7811F7
JD5327,780C0C
CX420,7801CC
XQ9129,4BCCBA
FM812,780D2D
U6209,424052
CI703,8991AA
AI266,800BE6
HU7392,780E28
6J40,86D237
IX822,80044D
CA909,780C44
QR935,06A13C
WE301,885303
7C1104,71C062
TK1479,4BA994
AK732,75002C
G9152,8963BD
6E485,800468
EK516,896307
MU562,7804A7
PG276,88420A
MS709,010144
OK191,49D2FD
I5545,800B40
ME404,50005A
G8585,800C77
VJ768,8880C1
SV715,710108
MU9750,780ADC
CZ3032,79802C
MU5377,7807D5
PC2860,4BB841
EK183,8964A0
CZ6338,78088A
VJ140,88813D
QR1399,06A018
GF183,89407C
U62953,424931
QU4434,5082CB
KC119,48411F
HU7633,781003
CA1541,78130F
6E25,800BBF
CZ6551,7BB105
PG709,8840F6
SG814,800BC9
TW312,71C000
LH2531,3C6743
ZH9213,780BF1
JL2009,8511CA
AK278,7503BF
SQ616,76CE9A
FD304,880857
VN237,88812D
TK7218,4BCC49
SQ917,76CF29
G9557,896371
FM9222,78045B
BA132,4007F5
LQ9509,70E044
T5562,601849
9C8860,780AD8
PR212,75830A
HO1129,781055
CZ3557,79A01B
N4361,424370
TK2007,4BA903
TK7423,4BCC67
AI879,800040
ME304,748027
EY404,8961E7
NX855,780EB3
3U8253,78058A
KE905,71BE44
QR239,06A069
ZH9734,7807AD
SU321,4249FE
J9165,70620D
OZ354,71BF89
CA4050,7BB0FD
ME231,748028
KE927,71BF21
W51094,7335D4
DL189,A6456D
G8157,800BB8
BX184,71BF35
KA620,78012A
CX781,780193
MH2665,75021D
MU5113,780DE6
PC3060,4BA74A
MU2340,780094
MU526,780FEC
AK883,75043C
IT212,899023
SG608,800AF6
PR479,75823B
ZH9060,780EB8
HU7349,7800E3
NH886,86CF5A
SV564,71008E
ET508,04004C
FM9314,7811CF
JD5535,78002F
CZ660,780CB2
KE955,71C276
8L9952,78101F
6E214,800469
W67899,471F49
SU1285,424313
HU7145,7807B4
PC2530,4B8650
PC2590,4B9064
QR743,06A108
DD3161,881056
NH115,86CED2
CI172,8991BC
FD851,880443
PR438,7583A7
ME424,50005B
FD5421,88084F
MS667,01010A
FD3162,880455
TV9907,7811DC
KE17,71BE11
AQ1040,780D02
3U8530,7811E4
SU1880,424298
TK2827,4BA902
QR954,06A0B0
CZ6327,79A02D
S7163,42424D
9H8335,780B98
UA9,A2CB32
JL612,86EF84
6E31,800AF3
SU6161,42433B
TW252,71C021
JW806,840DD8
SQ634,76CEF4
I51543,800C1C
AM57,AA9BB7
SV257,71018A
CZ3974,7809B1
KC853,48411E
JW874,846078
6E182,80068F
EU2281,780EB5
AF274,3965A0
CI910,8991C1
SU520,4243EF
JW917,8406B0
CX614,780AAC
OM298,4CA350
CA820,780BF6
FD637,880C44
TR633,76D24E
GS7463,7812BA
PR409,7583A0
SU1122,42432C
SC4636,78111E
KA213,780185
TV9843,780DB3
DD8717,881055
CZ6967,781127
OD1014,750406
TG633,8852E1
NH68,867838
5J773,758070
LX1325,4B1614
DL588,A0F7C1
CA1327,78044E
EK783,89644A
GF205,894059
JL1,868056
PS6032,50836B
AZ759,4CA262
FZ303,89646B
WE282,885313
QR727,06A101
DL128,A0F7E2
MM107,86D295
CX451,78016D
MU5874,7BB072
EK59,8963DD
EY428,89612F
MU9728,780C60
S73291,4248DB
NX819,780345
EK820,896216
EK448,89639F
AK5207,750106
SV1024,710063
MH2594,750205
NH970,86D928
QR99,06A1C0
KZ242,8417BB
HY607,507C45
UK856,800B71
9W841,800B65
NH681,86D1DE
BL604,888146
MU2775,78064C
SV563,7100BB
MU5097,7800F1
CA1355,780AE5
JL742,8621EA
CZ6715,79A071
XQ7527,4BCDD5
LJ203,71BD57
PG217,884204
BC532,8681BE
I5767,800B43
CI108,8991AB
NH92,8682F4
BC506,8681AA
CA4441,780279
SV722,710043
HO1261,78009C
JH146,84174C
HX657,780AC2
KE879,71C244
JL876,86D602
ME364,748017
KC621,484354
FD355,880C42
AK6354,7502AD
CZ3607,798042
KQ100,04C117
BR1382,8990D9
XY555,42416E
9C8849,78085F
PC2083,4B906A
TK7211,4BA8CF
CZ3093,780BCB
SL935,883297
BL212,888045
ST8327,3C5CAE
SV301,710059
QR654,06A136
AK5596,750436
UO1330,780A83
CX751,780AB9
PC2084,4B8E41
8Q12,4BBDD3
S24374,800173
7C8902,71C206
JL658,85155E
MU5794,780C5F
SU251,4242A3
OD188,7502C5
BK2885,780C57
ET641,040103
CA4123,780D37
FD3450,880441
TV6031,7809D1
ZH9604,7808B3
6E881,8007CD
PS5012,5082F0
OZ372,71C071
6J78,86D215
CZ6078,780410
CI915,8990AF
PC2403,4BB84A
6E141,80064A
NL710,760989
U63002,424435
PC2003,4B8E0C
CZ3438,780E06
FD404,880450
SV20,71010F
SQ831,76CEF6
VJ813,8880F5
LY341,73806D
TK5229,4BA9AC
CA1470,780068
CA1323,780631
EK586,8963E0
5J5056,758325
VJ143,4B9848
ZH9233,780839
BR662,89908D
GS7502,780E9F
TR980,76D249
JL146,851C64
FD3202,880852
RJ109,74072E
MH758,750201
IR723,732443
QR217,06A092
CZ8335,7802AE
9W796,8001D3
J28852,600BBF
TV6006,78085E
U6141,42459D
MU757,78055A
7C2602,71BA13
CI178,8990AD
EK159,8963D4
MU5306,781232
DP811,4243E8
CZ8329,780097
CZ6482,78046D
CZ3538,780B15
SU1620,424377
HX16,780A5E
ZH9784,780E10
UO2804,780AA0
VJ214,888150
TK7061,4BCC53
MU5383,780604
EL908,60000A
6S515,424790
FD3240,880843
PC2284,4B8E0E
PC1880,4B8432
ET915,040125
UA179,AA6BA4
SV825,7100BF
GK384,840CD8
SV1515,710094
HU7388,780DD2
MH2664,750214
FZ875,896376
JD5606,780FCE
6E172,800BAC
SV3340,710047
VJ941,8880D8
ZE6231,71C231
CA112,7802D3
SV1107,7100BC
KE52,71BE37
I5775,800BEA
I5784,800B09
MM217,86D273
B6933,78087F
NH470,867570
MU5707,780B33
9W825,8007C5
G8213,80051E
BC174,8681B9
VN1185,8880D5
NH1268,86DDF0
PR468,75833B
HU6164,780DD7
6E295,800C12
SC1188,781173
EK201,8960E4
KA811,780181
MS651,010147
FZ941,8962C0
S71163,4240C8
MU589,780560
JL783,861F66
NH860,86EBD8
SG164,800BC7
HX238,780AAF
6E323,800AF0
MS885,010092
GK513,845BE4
PN6318,780F51
PR2777,758087
OZ106,71BD28
TK803,4BAA8B
QR8231,06A1A2
FD3218,880C47
HU7932,7812A4
SG942,800BCA
SL512,8832AC
ZF707,424338
FM840,780D55
CZ3085,7800FD
EY416,8961A4
XQ9085,4BCDDA
IA131,728676
NH185,86EB2E
VN7563,8880CA
JL632,862CC8
CA1291,7812E2
BR115,8990CF
9C8922,780927
EY21,89612D
CX92,780A3D
TK2459,4BAA52
QR638,06A03C
FX9193,A7A557
SL8063,883288
SU6563,4242A5
W62325,471F77
TK7540,4BCC56
SV237,7100A6
E5325,01013B
RU737,42431A
YE5210,508380
KA992,780162
EK763,8963E9
NH1737,861FA4
UL308,77044F
EY472,896143
AK825,7501F1
CX467,78018F
FZ848,896331
FX297,A841F5
FV5644,4243F2
EK719,896318
QF129,7C5320
6E201,800467
MU2769,780605
DD7506,881042
AK171,75043E
ZH9224,780469
CI751,8991B7
OD561,7503D9
VJ859,888097
UT488,4249CA
KU671,70602A
SV1444,7100A7
SL8045,88302A
CX807,780214
EK406,8960FA
CA4197,78057F
SG55,800C2B
FD3448,88044A
ZH9168,780470
W64546,471F58
5J995,758228
3U8911,7811E5
UK960,800BD1
FD357,880444
BR855,8990CC
OD8113,7503C2
MF897,780827
9W815,800547
MU776,780EF0
EY513,896489
FD3092,88084A
AK539,75006E
MU565,78045E
RJ117,740737
ZH9634,78050B
A4211,155BF7
MS875,0100DF
UA171,A43EE8
TR657,76D032
NU61,840D81
BI636,895054
MF8661,780B65
VJ5228,88814F
CZ335,780644
DV715,6831D3
CZ3902,7802DE
6S1507,710029
I35615,735031
6E161,800C16
PK340,760999
PR2525,7583AE
CA1439,78115B
CZ3800,7808C5
AK5644,7503E4
GK22,847884
NS3530,78116A
CX157,780AAD
LH723,3C6702
HX609,780A6D
TK7141,4BCC45
JH9002,840C90
SV1257,710091
PG963,884206
JL93,86D59C
KU561,70604F
AK1209,750272
I5536,800B8C
8L9657,78101B
CA931,780D2C
8M712,704946
MH432,75021C
OZ1045,71BF93
OD572,7503DE
8L9670,780E9A
CA1908,780869
G9146,896382
CZ390,780708
GF3,89402C
CX735,780AA2
XY94,4241B0
MF870,7800E6
MF8076,780F59
QD691,70E04F
AI669,800414
SV920,4CC3C9
EK342,896181
EK9826,896228
KE888,71BD39
CZ3999,780DB1
SU1247,155BE9
CZ6501,78010E
7C1108,71C089
TK756,4BA915
U62802,424562
FD764,880453
JL942,861B8E
FZ682,89637A
T7228,735042
CA1463,7812DC
ZE603,71C057
W51059,7335C9
HO1313,780977
ZE615,71C292
SU1890,42432A
TK7083,4BCC66
MM36,86D1EB
CZ3259,78036D
ZH9659,780303
AC84,C058D5
RU619,42431B
SV38,710110
TK2848,4BAA4C
FD3108,880846
QR67,06A077
VN1576,888054
CA1301,7812CF
NP142,010116
CZ6365,780522
SU6627,40015E
AI680,8004FD
FZ933,8962B6
QR243,06A02F
PG707,884213
CZ3903,780D50
SV3068,4CC3E3
MH2641,75020E
EK654,89630C
